FILENUM	Canonical_SMILES
28	CCN[C@@](/C(=N\*)/[C@@H](C(=O)/C(=C/O)/C)C)(N(C#CC)CO)C
29	FC#C[C@](/C(=C/C)/[C@](C(=O)C(=C)C)(C=C)CC)(/C(=N/*)/Cl)C(=O)CC
30	COC[C@@](/C(=C(\C#CN)/CC)/CC)([C@H](N)C)C[C@](N=O)(CN)F
31	OC#CN(/C(=C(/[C@@]([C@H](C(=O)C)C#C)(CC(=O)N)OC)\C(=C)C=C)/C)N
32	NO[C@H](C#CN(/C(=C(/OO)\C)/C=O)C)N=S
33	ONC[C@@H](C(=O)/C(=C(/C=C/C)\C)/N)/C(=C/C[C@](C#C)(OC)C)/CNC
34	ONC[C@@H](C(=O)/C(=C(/C=C/C)\C)/N)/C(=C/C[C@](C#C)(OC)C)/CNC
35	CC#C/C(=C(/C(=C=N*)/C(=N/*)/N(OC(N)N)C#C)\C(=N\*)\C#CC)/[PH4]
36	COC[C@@](/C(=C(\C#CN)/CC)/CC)([C@H](N)C)C[C@](N=O)(CN)F
37	C=CCN([C@](C(=[PH2][C@H](C=C)C)N)([C@@](O[C@]([C@](N[C@@H](OC(=C)C(=C)C)C)(C#CO)/C=C/C)(C[P@@H](=C)O)C=C)(CN)C)OC)CO
38	CCC#COC
39	FC#C[C@](/C(=C/C)/[C@](C(=O)C(=C)C)(C=C)CC)(/C(=N/*)/Cl)C(=O)CC
40	COC[C@](/C(=C\ON)/N(/C(=C(/C(=C(C)C)I)\NC#CO)/C)C#CC)(CCO)C
1	*/N=N/ON(C#C[C@](C#C)(CC)C)COC#CNC
2	CCC(=O)[C@@](/C(=C/C)/[C@](C(=O)C(=C)C)(C=C)CC)(/C(=N/*)/Cl)N
3	CC/C(=C/[C@@](C(=C(C)C)C)(O/C(=N/*)/C(=N/*)/C)NC)/C=C
4	CC/C(=C/[C@@](C(=C(C)C)C)(O/C(=N/*)/C(=N/*)/C)NC)/C=C
5	CC/C(=C/[C@@](C(=C(C)C)C)(O/C(=N/*)/C(=N/*)/C)NC)/C=C
6	*/N=N/ON(C#C[C@](C#C)(CC)C)COC#CNC
7	CC#C/C(=C(/C(=C=N*)/C(=N/*)/N(O[C@H](N)C)C#C)\C(=N\*)\C#CC)/[PH4]
8	CCN[C@@](/C(=N\*)/[C@@H](C(=O)/C(=C/O)/C)C)(N(C#CC)CO)C
9	ONC[C@@H](C(=O)/C(=C(/C=C/C)\C)/N)/C(=C/C[C@](C#C)(OC)C)/CNC
10	ONC[C@@H](C(=O)/C(=C(/C=C/C)\C)/N)/C(=C/C[C@](C#C)(OC)C)/CNC
11	N#C[C@H](N([C@](/C(=C/C)/C)(C=O)CC)/C(=N/*)/C(=O)N)C(=C=O)C(=C=O)/N=N/*
12	CCN[C@@](/C(=N\*)/[C@@H](C(=O)/C(=C/O)/C)C)(N(C#CC)CO)C
13	OC#CN(/C(=C(/[C@@]([C@H](C(=O)C)C#C)(CC(=O)N)OC)\C(=C)C=C)/OC(=O)[C@H]([C@@](C(C)C)(Cl)O)CC)N
14	COC[C@@](/C(=C(\C#C[PH4])/CC)/CC)([C@H](N)C)C[C@](N=O)(CN)F
15	COC[C@@](/C(=C\ON)/N(/C(=C(/C(=C(C)C)I)\NC#CO)/C)C#CC)(CCO)C
16	COC[C@@](/C(=C\ON)/N(/C(=C(/C(=C(C)C)I)\NC#CO)/C)C#CC)(CCO)C
17	ONC[C@@H](C(=O)/C(=C(/C=C/C)\C)/N)/C(=C/C[C@](C#C)(OC)C)/CNC
18	ONC[C@@H](C(=O)/C(=C(/C=C/C)\C)/N)/C(=C/C[C@](C#C)(OC)C)/CNC
19	COC#C[C@@H](C(N)(N)C)C(C)(C)C
20	COC#C[C@@H](C(N)(N)C)C(C)(C)C
21	COCC(/C(=C(/C(=O)COC=O)\N)/C(=C(\[C@@H](CC)C)/O)/O)(C)C
22	CCOOC(=C=C(C(C)C)C#C)/C(=C(/C(=C(\C#C)/OC)/C(=C=N*)C(=C)C=C)\N=C(\N(OC=C)C)/C)/C
23	COC#C[C@@H](C(N)(N)C)C(C)(C)C
24	FC#C[C@](/C(=C/C)/[C@](C(=O)C(=C)C)(C=C)CC)(/C(=N/*)/Cl)C(=O)CC
25	C=CON(/C(=N/C(=C(\OO)/C)/C(=C(\C#C)/OC)/N=S)/C)C
26	ONC[C@@H](C(=O)/C(=C(/C=C/C)\C)/N)/C(=C/C[C@](C#C)(OC)C)/CNC
27	C=C[C@@H](C([C@](ON(C(=O)[C@@H](OC)NC)O)(NCC(=C)C)N)(C)C)C/N=N/*
28	COC[C@@](/C(=C(\C#C[PH4])/CC)/CC)([C@H](N)C)C[C@](N=O)(CN)F
29	C=CCN([C@@]([C@@](O[C@]([C@](N[C@@H](OC(=C)C(=C)C)C)(C#CO)/C=C/C)(C[P@@H](=C)O)C=C)(CN)C)(C(=[PH2][C@H](C=C)C)N)OCF)CO
30	COC[C@@](/C(=C(\C#C[PH4])/CC)/CC)([C@H](N)C)C[C@](N=O)(CN)F
31	COC[C@@](/C(=C(\C#C[PH4])/CC)/CC)([C@H](N)C)C[C@](N=O)(CN)F
32	COC[C@@](/C(=C(\C#C[PH4])/CC)/CC)([C@H](N)C)C[C@](N=O)(CN)F
33	CCOOC(=C=C(C(C)C)C#C)/C(=C\C)/O
34	C=CCN([C@@]([C@@](O[C@]([C@](N[C@@H](OC(=C)C(=C)C)C)(C#CO)/C=C/C)(C[P@@H](=C)O)C=C)(CC#CF)C)(C(=[PH2][C@H](C=C)C)N)OC)CO
35	COC[C@@](/C(=C(\C#CN)/CC)/CC)([C@H](N)C)C[C@](N=O)(CN)F
36	CCOOC(=C=C(C(C)C)C#C)/C(=C\C)/O
37	C=C[C@@H](C([C@](ON(C(=O)[C@@H](OC)NC)O)(NCC(=C)C)N)(C)C)C/N=N/*
38	C=C[C@@H](C([C@](ON(C(=O)[C@@H](OC)NC)O)(NCC(=C)C)N)(C)C)C/N=N/*
39	C=C[C@H]([C@@](CCC([C@](C(=O)CC)(/N=C/C)C)(C)C)(NO)CC)C
40	C=C[C@H]([C@@](CCC([C@](C(=O)CC)(/N=C/C)C)(C)C)(NO)CC)C
1	C=C[C@H]([C@@](CCC([C@](C(=O)CC)(/N=C/C)C)(C)C)(NO)CC)C
2	CC/C(=C/[C@@](C(=C(C)C)C)(O/C(=N/*)/C(=N/*)/C)NC)/C=C
3	C=C[C@@H](C([C@](ON(C(=O)[C@@H](OC)NC)O)(NCC(=C)C)N)(C)C)C/N=N/*
4	COC[C@@](/C(=C(\C#C[PH4])/CC)/CC)([C@H](N)C)C[C@@]([C@@](O[C@]([C@@](C(=[PH2][C@H](C=C)C)N)(N(CC=C)CO)OC)(CC#CF)C)(C[P@@H](=C)O)C=C)(N=O)F
5	*N=C=C(/C(=C(/C#CC)\[PH4])/C(=N/*)/C#CCl)/C(=N/*)/N(O[C@H](N)C)C#C
6	CC/C=C/[C@@](C(=C(C)C)C)(O/C(=N/*)/C(=N/*)/C)NC
7	ONC[C@@H](C(=O)/C(=C(/C=C/C)\C)/N)/C(=C/C[C@](C#C)(OC)C)/CNC
8	C=CON(/C(=N/C(=C(\OO)/C)/C(=C(\C#C)/OC)/N=S)/C)C
9	C=C/C(=C\[C@@](C(=C(C)C)C)(O/C(=N/*)/C(=N/*)/C)NC)/O
10	CC/C=C/[C@@](C(=C(C)C)C)(O/C(=N/*)/C(=N/*)/C)NC
11	FC#C[C@](/C(=C/C)/[C@](C(=O)C(=C)C)(C=C)CC)(/C(=N/*)/Cl)C(=O)CC
12	C=C[C@H]([C@@](CCC([C@](C(=O)CC)(/N=C/C)C)(C)C)(NO)CC)C
13	CCN[C@@](/C(=N\C=C)/[C@@H](C(=O)/C(=C/O)/C)C)(N(C#CC)CO)C
14	C=C[C@H]([C@@](CCC([C@](C(=O)CC)(/N=C/C)C)(C)C)(NO)CC)C
15	OC#CN(/C(=C(/[C@@]([C@H](C(=O)C)C#C)(CC(=O)N)OC)\C(=C)C=C)/OC(=O)[C@H]([C@@](C(C)C)(Cl)O)CC)N
16	CCC(=O)[C@@](/C(=C/C)/[C@](C(=O)C(=C)C)(C=C)CC)(/C(=N/*)/C)N
17	C=CCN([C@@](C([C@@H](C/N=N/*)C=C)(C)C)(NCC(=C)C)N)CO
18	COCC(/C(=C(/C(=O)COC=O)\N)/C(=C(\[C@@H](CC)C)/O)/O)(C)C
19	C=CCN([C@@](C([C@@H](C/N=N/*)C=C)(C)C)(NCC(=C)C)N)CO
20	COC[C@@](/C(=C(\C#C[PH4])/CC)/C/N=N/*)([C@H](N)C)C[C@](N=O)(CN)F
21	*N=C=C(/C(=C(/C#CC)\[PH4])/C(=N/*)/C#CCl)/C(=N/*)/N(O[C@H](N)C)C#C
22	COC#C[C@@H](C(N)(C)C)C(C)(C)C
23	C=C/C(=C\[C@@](C(=C(C)C)C)(O/C(=N/*)/C(=N/*)/C)NC)/O
24	COC[C@@](/C(=C(\C#C[PH4])/CC)/C/N=N/*)([C@H](N)C)C[C@](N=O)(CN)F
25	CC/C(=C/[C@@](C(=C(C)C)C)(O/C(=N/*)/C(=N/*)/C)NC)/C=C
26	COCC(/C(=C(/C(=O)COC=O)\N)/C(=C(\[C@@H](CC)C)/O)/O)(C)C
27	COC#C[C@@H](C(N)(N)C)C(C)(C)C
28	ONC[C@@H](C(=O)/C(=C(/C=C/C)\C)/N)/C(=C/C[C@](C#C)(OC)C)/CNC
29	COC#C[C@@H](C(N)(N)C)C(C)(C)C
30	CCOOC(=C=CC(C)C)/C(=C\C)/O
31	CCN[C@@](/C(=N\C=C)/[C@@H](C(=O)/C(=C/O)/C)C)(N(C#CC)CO)C
32	CNC#COCN(C#C[C@](C#C)(CC)C)O/N=N/C#C
33	COC#C[C@@H](C(N)(C)C)C(C)(C)C
34	C=C[C@H]([C@@](CCC([C@](C(=O)CC)(/N=C/C)C)(C)C)(NO)CC)C
35	COCC(/C(=C(/C(=O)COC=O)\N)/C(=C(\[C@@H](CC)C)/O)/O)(C)C
36	ONC[C@@H](C(=O)/C(=C(/C=C/CC)\C)/N)/C(=C/C[C@@](C#C)(OC)C)/CNC
37	C=CCN([C@@](C([C@@H](C/N=N/*)C=C)(C)C)(NCC(=C)C)N)CO
38	C/C=C/[C@@](N[C@@H](OC(=C)C(=C)C)C)(C#CO)CN
39	C/C=C/[C@@](N[C@@H](OC(=C)C(=C)C)C)(C#CO)CN
40	FC#C[C@](/C(=C/C)/[C@](C(=O)C(=C)C)(C=C)CC)(/C(=N/*)/Cl)C(=O)CC
1	ONC[C@@H](C(=O)/C(=C(/C=C/C)\C)/N)/C(=C/C[C@](C#C)(OC)C)/CN/C(=C(/N(C#CO)N)\OC(=O)[C@H]([C@@](C(C)C)(Cl)O)CC)/C(=C)C=C
2	C=CC#C/C(=C(/C(=C=N*)/C(=N/*)/N(O[C@H](N)C)C#C)\C(=N\*)\C#CCl)/[PH4]
3	COC#C[C@H](C(C(=C(C)C)C)(C)C)C(N)(C)C
4	ONC[C@@H]([C@@](/C(=C(\C#C[PH4])/CC)/C/N=N/*)(C[C@](N=O)(CN)F)COC)/C(=C/C[C@](C#C)(OC)C)/CNC
5	COCC(/C(=C(/C(=O)COC=O)\N)/C(=C(\[C@@H](CC)C)/O)/O)(C)C
6	*/N=C(\C(=N\*)\C)/O[C@](/C=C(\C=C)/O)(NC)C
7	COCC(/C(=C(/C(N)(N)C)\N)/C(=C(\[C@@H](CC)C)/O)/O)(C)C
8	C/C=C/[C@@](N[C@@H](OC(=C)C(=C)C)OC)(C#CO)CN
9	COO[C@H](N[C@@](C#CO)(/C=C/C)CN)C
10	C=CCN([C@@](C([C@@H](C/N=N/*)C=C)(C)C)(NC=C)N)CO
11	ONC[C@@H](C(=O)/C(=C(/C=C/C)\C)/N)/C(=C/C[C@](C#C)(OC)C)/CN/C(=C(/N(C#CO)N)\OC(=O)[C@H]([C@@](C(C)C)(Cl)O)CC)/C(=C)C=C
12	C/C=C/[C@@](N[C@@H](OC(=C)C(=C)C)OC)(C#CO)CN
13	CCC(=O)[C@@](/C(=C/C)/[C@](C(=O)C(=C)C)(C=C)CC)(/C(=N/*)/C)N
14	COCC(/C(=C(/C(N)(N)C)\N)/C(=C(\[C@@H](CC)C)/O)/O)(C)C
15	COC#C[C@H](C(C(=C(C)C)C)(C)C)C(N)(C)C
16	C#CO[C@](C(=C(C)C)C)(/C=C/CC)NC
17	C#C[C@H]([C@](CC(=O)N)(OC)C)C(=O)C
18	C=C[C@@H](C([C@](N(CO)C)(NCC(=C)C)N)(C)C)C/N=N/*
19	ONC[C@@H](C(=O)/C(=C(/C=C/C)\C)/N)/C(=C/C[C@](C#C)(OC)C)/CN/C(=C(/N(C#CO)N)\OC(=O)[C@H]([C@@](C(C)C)(Cl)O)CC)/C(=C)C=C
20	CCCCC([C@](C(=O)CC)(/N=C/C)C)(C)C
21	CNC#COCN(C#C[C@](C#C)(CC)C)O/N=N/C(=N/*)/C(=N/*)/C
22	COC#CC(C(C)(C)C)C(C)(C)C
23	ONC[C@@H](C(=O)/C(=C(/C=C/C)\C)/N)/C(=C/C[C@](C#C)(OC)C)/CN/C(=C(/N(C#CO)N)\OC(=O)[C@H]([C@@](C(C)C)(Cl)O)CC)/C(=C)C=C
24	C=CCN([C@@]([C@@](O[C@]([C@](C[C@](/C(=C(\C#C[PH4])/CC)/CC)([C@H](N)C)CC(=C)C(=C)C)(N=O)F)(C[P@@H](=C)O)C=C)(CC#CF)C)(C(=[PH2][C@H](C=C)C)N)OC)CO
25	COO[C@H](N[C@@](C#CO)(/C=C/C)CN)C
26	C/C=N/[C@](C(CC[C@](NO)(CC)C)(C)C)(C(=O)CC)C
27	C=CON(/C(=N/C(=C(\OO)/C)/C(=C(\C#C)/OC)/N=S)/C)N
28	FC#C[C@@](/C(=C/C)/[C@](O[C@H](N)C)(C=C)CC)(C(=O)CC)/C(=N/*)/Cl
29	COCC(/C(=C(/C(N)(N)C)\N)/C(=C(\[C@@H](CC)C)/O)/O)(C)C
30	ONC[C@@H](C(=O)/C(=C(/C=C/C)\C)/N)/C(=C/C[C@](C#C)(OC)C)/CN/C(=C(/N(C#CO)N)\OC(=O)[C@H]([C@@](C(C)C)(Cl)O)CC)/C(=C)C=C
31	COCC(/C(=C(/C(N)(N)C)\N)/C(=C(\[C@@H](CC)C)/O)/O)(C)C
32	C=CC#C/C(=C(/C(=C=N*)/C(=N/*)/N(O[C@H](N)C)C#C)\C(=N\*)\C#CCl)/[PH4]
33	C=C[C@H]([C@@](/C(=C/[C@@](C(=C(C)C)C)(O/C(=N/*)/C(=N/*)/C)NC)/C=C)(NO)CC)C
34	CCN[C@@](/C(=N\C)/[C@@H](C(=O)/C(=C/O)/C)C)(N(C#CC)CO)C
35	O=COCC(=O)/C(=C(/C(CC)(C)C)\C(=C(/[C@@H](CC)C)\O)\O)/N
36	COC#C[C@H](C(C)(C)C)C(=O)COC=O
37	C=C[C@@H](C([C@](N(CO)C)(NCC(=C)C)N)(C)C)C/N=N/*
38	CC/C=C/[C@@](C(=C(C)C)C)(O/C(=N/*)/C(=N/*)/C)NC
39	CC/C=C/[C@@](C(=C(C)C)C)(O/C(=N/*)/C(=N/*)/C)NC
40	CCN[C@@](/C(=N\C=C)/[C@@H](C(=O)/C(=C/O)/C)C)(N(C#CC)CO)C
1	C=CCN([C@@](C([C@@H](C/N=N/*)C=C)(C)C)(N/C=C/C)N)CO
2	COC#CC(C(C)(C)C)C(C)(C)C
3	COCC(/C(=C(/C(N)(C)C)\N)/C(=C(\[C@@H](CC)C)/O)/O)(C)C
4	COC#C[C@H](C(/C(=N/*)/C)(C)C)C(N)(C)C
5	C/C=C/[C@@](N[C@@H](OC(=C)C(=C)C)OC)(C#CC(=C(C)C)C)CN
6	ONC[C@@H](C(=O)/C(=C(/C=C/C)\C)/N)/C(=C/C[C@](C#C)(OC)C)/CO/C(=N/*)/C(=N/*)/C
7	C[C@H](OOC)N[C@@](C#CO)(C=C)CN
8	ONC[C@@H](C(=O)/C(=C(/C=C/C)\C)/N)/C(=C/C[C@](C[C@](NO)(CC)C)(C#C)OC)/CN/C(=C(/N(C#CO)N)\OC(=O)[C@H]([C@@](C(C)C)(Cl)O)CC)/C(=C)C=C
9	C=CC#C/C(=C(/C(=C=N*)/C(=N/*)/N(O[C@H](N)C)C#C)\C(=N\*)\O)/[PH4]
10	ONC[C@@H](C(=O)/C(=C(/C=C/C)\C)/N)/C(=C/C[C@](C#C)(OC)C)/CO/C(=N/*)/C(=N/*)/C
11	CNC(/C=C(\C=C)/O)(C)C
12	FC#C[C@@](/C(=C/C)/[C@](O[C@H](N)C)(C=C)CC)(C(=O)CC)/C(=N/*)/Cl
13	CCN[C@@](/C(=N\C=C)/[C@@H](C(=O)/C(=C/O)/C)C)(N(C#CC)CO)C
14	CNC(/C=C(\C=C)/O)(C)C
15	COC#C[C@H](C(C(=C(C)C)C)(C)C)C(N)(C)C
16	CCC(=O)[C@@](/C(=C/C)/[C@](C(=O)C(=C)C)(C=C)CC)(OC)N
17	O=COCC(=O)[C@H]([C@](C(=C(C)C)C)(/C=C/CC)NC)C(C)(C)C
18	COCC(/C(=C(/C(N)(C)C)\N)/C(=C(\[C@@H](CC)C)/O)/O)(C)C
19	COCC(/C(=C(/C(N)(C)C)\N)/C(=C(\[C@@H](CC)C)/O)/O)(C)C
20	C=CON(/C(=N/C(=C(\OO)/C)/C(=C(/OC)\C)/N=S)/C)N
21	C/C=C/[C@@](N[C@@H](OC(=C)C(=C)C)OC)(C#CC(=C(C)C)C)CN
22	ONC[C@@H](C(=O)/C(=C(/C=C/C)\C)/N)/C(=C/C[C@](C#C)(OC)C)/CN/C(=C(/N(C#CO)N)\OC(=O)[C@H]([C@@](C(C)C)(Cl)O)CC)/C(=C)C=C
23	COC[C@](/C(=C(/C(N)(N)C)\N)/C(=C(\[C@@H](CC)C)/O)/O)(C#C)C
24	C[C@H](OOC)N[C@@](C#CO)(C=C)CN
25	C[C@H](OOC)N[C@@](C#CO)(C=C)CN
26	ONC[C@@H](C(=O)/C(=C(/C=C/C)\C)/N)/C(=C/C[C@](C#C)(OC)C)/CO/C(=N/*)/C(=N/*)/C
27	ONC[C@@H](C(=O)/C(=C(/C=C/C)\C)/N)/C(=C/C[C@](C#C)(OC)C)/CO/C(=N/*)/C(=N/*)/C
28	ONC[C@@H](C(=O)/C(=C(/C=C/C)\C)/N)/C(=C/C[C@](C#C)(OC)C)/CO/C(=N/*)/C(=N/*)/C
29	ONC[C@@H](C(=O)/C(=C(/C=C/C)\C)/N)/C(=C/C[C@](C#C)(OC)C)/CO/C(=N/*)/C(=N/*)/C
30	ONC[C@@H](C(=O)/C(=C(/C=C/C)\C)/N)/C(=C/C[C@](C#C)(OC)C)/CO/C(=N/*)/C(=N/*)/C
31	C#C[C@H]([C@](CC(=O)N)(ON)C)C(=O)C
32	COC[C@](/C(=C(/C(N)(N)C)\N)/C(=C(\[C@@H](CC)C)/O)/O)(C#C)C
33	COC#CC(C(C)(C)C)C(C)(C)C
34	COC#CC(C(C)(C)C)C(C)(C)C
35	ONC[C@@H](C(=O)/C(=C(/C=C/C)\C)/N)/C(=C/C[C@](C#C)(OC)C)/CO/C(=N/*)/C(=N/*)/C
36	ONC[C@@H](C(=O)/C(=C(/C=C/C)\C)/N)/C(=C/C[C@](C[C@](NO)(CC)C)(C#C)OC)/CN/C(=C(/N(C#CO)N)\OC(=O)[C@H]([C@@](C(C)C)(Cl)O)CC)/C(=C)C=C
37	CC[C@H](C([C@](N(CO)C)(NCC(=C)C)N)(C)C)C/N=N/*
38	CCC(=O)[C@@](/C(=C/C)/[C@](C(=O)C(=C)C)(C=C)CC)(OC)N
39	CCC(=O)[C@@](/C(=C/C)/[C@](C(=O)C(=C)C)(C=C)CC)(OC)N
40	COO[C@H](N[C@](C#CO)(/C=C/C)CN)C
1	ONC[C@@H](C(=O)/C(=C(/C=C/C)\C)/N)/C(=C/C[C@](C#C)(OC)C)/C
2	FC#C[C@@](/C(=C/C)/[C@](O[C@@H](CO/C(=N/*)/C(=N/*)/C)N)(C=C)CC)(C(=O)CC)/C(=N/*)/Cl
3	COC#C[C@H](C(/C(=N/*)/C)(C)C)[C@@](/C=C(\C=C)/OO)(N)C
4	COC#C[C@H](C(/C(=N/*)/C)(C)C)[C@@](/C=C(\C=C)/OO)(N)C
5	COCC(/C(=C(/C(N)(C)C)\N)/C(=C(\[C@@H](CC)C)/O)/O)(C)C
6	ONC[C@@H](C(=O)/C(=C(/C=C/C)\C)/N)/C(=C/CC(OC)(C)C)/CO/C(=N/*)/C(=N/*)/C
7	ONC[C@@H](C(=O)/C(=C(/C=C/C)\C)/N)/C(=C/CC(OC)(C)C)/CO/C(=N/*)/C(=N/*)/C
8	C/C=C/C(=C(/C(=O)[C@@H](/C(=C/C[C@](C#C)(OC)C)/CO/C(=N/*)/C(=N/*)/C)CNO)\C(=C\C[C@](C#C)(OC)C)\CO/C(=N/*)/C(=N/*)/C)/C
9	COO[C@H](N[C@@](CC(C)(C)C)(C#CO)C=C)C
10	C/C=C/C(=C(/C(=O)[C@@H](/C(=C/C[C@](C#C)(OC)C)/CO/C(=N/*)/C(=N/*)/C)CNO)\C(=C\C[C@](C#C)(OC)C)\CO/C(=N/*)/C(=N/*)/C)/C
11	COCC(/C(=C(/C(N)(C)C)\N)/C(=C(\[C@@H](CC)C)/O)/O)(C)C
12	ONC[C@@H](C(=O)C(=O)N)/C(=C/C[C@](C#C)(OC)C)/CO/C(=N/*)/C(=N/*)/C
13	C=CON(/C(=N/C(=C(\OO)/C)/C(=C(/OC)\C)/N=S)/C)N
14	C/C=C/CC(=O)[C@@](/C(=C/C)/[C@](C(=O)C(=C)C)(C=C)CC)(OC)N
15	CNC(C)(C)C
16	COC#C[C@H](C(C(=C(C)C)C)(C)C)C(N)(C)C
17	COC#C[C@H](C(C(=C(C)C)C)(C)C)C(N)(C)C
18	C/C=C/C(=C(/C(=O)[C@@H](/C(=C/C[C@](C#C)(OC)C)/CO/C(=N/*)/C(=N/*)/C)CNO)\C(=C\C[C@](C#C)(OC)C)\CO/C(=N/*)/C(=N/*)/C)/C
19	ONC[C@@H](C(=O)/C(=C(/C=C/C)\C#C)/N)/C(=C\C[C@](C#C)(OC)C)/CO/C(=N/*)/C(=N/*)/C
20	FC#C[C@@](/C(=C/C)/[C@](O[C@@H](CO/C(=N/*)/C(=N/*)/C)N)(C=C)CC)(C(=O)CC)/C(=N/*)/Cl
21	COC#CC(C(C)(C)C)C(C)(C)C
22	ONC[C@@H](C(=O)/C(=C(/C=C/C)\C)/N)/C(=C/C[C@](C#C)(OC)C)/C
23	C/C=C/[C@@](N[C@@H](OC(=C)C(=C)C)OC)(C#CC(=C(C)C)C)CN
24	C/C=C/[C@@](N[C@@H](OC(=C)C(=C)C)OC)(C#CC(=C(C)C)C)CN
25	C=CCN([C@@](C(/C(=N/*)/C(=N/*)/C)(C)C)(N/C=C/C)N)CO
26	COCC(/C(=C(/C(N)(C)C)\N)/C(=C(\[C@@H](CC)C)/O)/O)(C)C
27	COC#CC(C(C)(C)C)C(C)(C)C
28	O=COCC(=O)C(/C=C(\C=C)/O)(C)C
29	FC#C[C@@](/C(=C/C)/[C@](O[C@@H](CO/C(=N/*)/C(=N/*)/C)N)(C=C)CC)(C(=O)CC)/C(=N/*)/Cl
30	O=COCC(=O)C(/C=C(\C=C)/O)(C)C
31	COCC(/C(=C(/C(N)(C)C)\N)/C(=C(\[C@@H](CC)C)/O)/O)(C)C
32	C[C@H](OOC)N[C@@](C#CO)(C=C)CN
33	CC[C@H](/C(=C(\C(=C(/C(N)(C)C)\N)\C(C)(C)C)/O)/O)C
34	C/C=C/C(=C(/C(=O)[C@@H](/C(=C/C[C@](C#C)(OC)C)/CO/C(=N/*)/C(=N/*)/C)CNO)\C(=C\C[C@](C#C)(OC)C)\CO/C(=N/*)/C(=N/*)/C)/C
35	C/C=C/C(=C(/C(=O)[C@@H](/C(=C/C[C@](C#C)(OC)C)/CO/C(=N/*)/C(=N/*)/C)CNO)\C(=C\C[C@](C#C)(OC)C)\CO/C(=N/*)/C(=N/*)/C)/C
36	C#CCC(=O)[C@@](/C(=C/C)/[C@](C(=O)C(=C)C)(C=C)CC)(OC)N
37	COC#CC(C(C)(C)C)C(C)(C)C
38	COC#C[C@H](C(/C(=N/*)/C)(C)C)[C@@](/C=C(\C=C)/OO)(N)C
