FILENUM	Canonical_SMILES
10	CCC[C@@H](N(O/N=C(\C#N)/C)C#CO[C@@H](/C=C(\C#CC)/[PH4])C)C
11	NCCN([C@@](C(=O)C#CC#CC#CN)(C#N)C=C)C
12	CC#CC#C/C(=N/*)/C#CC#N
13	OON([C@H](C#CC#CO[C@@]([C@H](/C(=C\Br)/C)C#CN)(C(=O)N)CCC(=O)C)C)C
14	CC#CC#C/C(=C(\C(=O)C(=O)C)/[C@H](C[C@H](O)C)I)/C(=O)[C@]([C@@](/C(=C(/NO)\C)/N)(C#C/C=C(/CC)\O)C)(C#N)N=O
15	OON([C@H](C#CC#CO[C@@]([C@H](/C(=C/Br)/C)C#CN)(C(=O)C)CCC(=O)C)C)C
16	OON([C@H](C#CC#CO[C@@]([C@H](/C(=C/Br)/C)C#CN)(C(=O)C)CCC(=O)C)C)C
17	OON([C@H](C#CC#CO[C@@]([C@H](/C(=C\Br)/C)C#CN)(C(=O)N)CCC(=O)C)C)C
18	NCCN([C@@](C(=O)C#CC#CC#CN)(C#N)C=C)C
19	CCC[C@@H]([C@@H](C/N=C(\C#N)/C)C#CO[C@@H](/C=C(\C#CC)/N)C)C
20	CC#C[C@@](C(=C(C)C)NC)(C(=C)C)C#CC(=O)OC(=C)/C(=N/*)/C#N
21	CC#C[C@@](C(=C(C)C)NC)(C(=C)C)C#CC(=O)OC(=C)/C(=N/*)/C#N
22	COO[P@](=N*)([C@@](N(N(NC)C)N=O)(C(=O)C=C)C)/C(=C(/C#C)\C)/C
23	O=CO[C@@](C(=O)[C@@](/C(=C(\OBr)/N)/C#COC)([C@@H](CC)C)OC(=O)C)(C#N)C
24	CO[C@H](O/C(=C(/C#C)\C=O)/Br)C#CC#CC(=O)O/C(=C/N=N/*)/F
25	O=NC/C(=C\C#C)/N(C#CO[C@](C(CBr)(C)C)(CC)C)OC
26	OON([C@H](C#CC#CO[C@@]([C@H](/C(=C/Br)/C)C#CN)(C(=O)N)C#C[P@@](=O)(N=C)C)C)C
27	OON([C@H](C#CC#CO[C@@]([C@H](/C(=C/Br)/C)C#CN)(C(=O)N)C#C[P@@](=O)(N=C)C)C)C
28	CC#C[C@@](C(=C(C)C)NC)(C(=C)C)C#CC(=O)OC(=C)/C(=N/*)/C#N
29	CCC[C@@](/C(=C(\C(OOC)(C)C)/O/C(=C(\Cl)/C)/O)/N=O)(COC(C)C)CC
30	CC#CC#C/C(=C(\C(=O)C(=O)C)/[C@H](C[C@H](O)C)I)/C(=O)[C@]([C@@](/C(=C(/NO)\C)/N)(C#C/C=C(/CC)\O)C)(C#N)N=O
31	COC[C@H]([C@@](C(=O)[C@](OC=O)(C#N)C)(/C(=C(\OBr)/C)/C#COC)OC(=O)C)C
32	C=C[C@@H](/C(=C(\C(=C(\O[C@@H](OC(CC)(C)C)C#CC#CC(=O)O/C(=C/N=N/*)/F)/Br)\C=O)/ONC#CC=[PH3])/C=C/N=C/N)C#CC/N=N/CC
33	CC#C[C@@](C(=C(C)C)NC)(C(=C)C)C#CC(=O)OC(=C)/C(=N/*)/C#N
34	COC#C/C(=C(/OBr)\C)/[C@](C(=O)[C@](OC=C)(C#N)C)([C@@H](CC)C)OC(=O)C
35	CNC/C(=C(\[C@](N(ON(OC)O)OC#CC(=O)N=C)(CC)C)/C)/C(=C(/C(=O)C(=S)C)\N)/C
36	CCC[C@@H]([C@@H](C/N=C(\C#N)/C)C#CO[C@@H](/C=C(\C#CC)/N)C)C
37	CC#CC#C/C(=N/*)/C#CC#N
38	CC[C@@H](/C(=C(\C(=O)[C@]([C@@](/C(=C(/NO)\C)/N)(C#C/C=C(/CC)\O)C)(C#N)N=O)/C#CC#CC)/C(=O)C(=O)C)I
39	CC#C[C@@](C(=C(C)C)NC)(C(=C)C)C#CC(=O)OC(=C)/C(=N/*)/C#N
40	COOC(=C=C([C@@]([C@@](CC)(Cl)N)(/N=C/CC)C=C)C)/C=N/*
1	*/N=N/C=C(/OC(=O)C#CC#C[C@@H](O/C(=C(/C#C)\C=O)/Br)C#COC)\F
2	COO[P@](=N*)([C@@](N(N(NC)C)N=O)(C(=O)C=C)C)/C(=C(/C#C)\C)/C
3	CC#C[C@@](/C(=C(\C#C)/C)/NC)(C(=C)C)C#CC(=O)OC(=C)/C(=N/*)/C#N
4	*/N=C(/C(=C)OC(=O)C#CC(C(=C(C)C)NC)(C(=C)C)C(=C)C)\C#N
5	C=NO[C@@H](OC(CC)(C)C)C#CC#CC(=O)O/C(=C/N=N/*)/F
6	N#CC(=O)OC(=C)/C(=N/*)/C#N
7	CC#CC#C/C(=C(\C(=O)C(=O)C)/[C@H](C[C@H](O)C)I)/C(=O)[C@]([C@@](/C(=C(/NO)\C)/O[C@@H](/C=C(\C#CC)/[PH4])C)(C#C/C=C(/CC)\O)C)(C#N)N=O
8	OON([C@H](C#CC#CO[C@@]([C@H](/C(=C/Br)/C)C#CN)(C(=O)OO)CCC(=O)C)C)C
9	CC#CC#C/C(=N/*)/C#CC#N
10	ON/C(=C(/[C@]([C@@](C(=O)/C(=C(\C(=O)C(=O)C)/[C@H](C[C@H](O)C)I)/C)(C#N)N=O)(C#C/C=C(/CC)\O)C)\N)/C
11	COO[P@](=N*)([C@@](N(N(NC)C)N=O)(C(=O)C=C)C)/C(=C(/C#C)\C)/C
12	*/N=C(/C(=C)OC(=O)C#CC(C(=C(C)C)NC)(C(=C)C)C(=C)C)\C#N
13	CC#C/C(=N/*)/C#CC#N
14	CCC[C@@](/C(=C(\C(OOC)(C)C)/OC#CC#CC)/N=O)(COC(C)C)CC
15	COOC(=C=C([C@@]([C@@](CC)(Cl)N)(/N=C/CC)C=C)C)/C=N/*
16	CC#C[C@@](/C(=C(\C#C)/C)/NC)(C(=C)C)C#CC(=O)OC(=C)/C(=N/*)/C#N
17	CC#C[C@@](/C(=C(\C#C)/C)/NC)(C(=C)C)C#CC(=O)OC(=C)/C(=N/*)/C#N
18	ON/C(=C(/[C@]([C@@](C(=O)/C(=C(\C(=O)C(=O)C)/[C@H](C[C@H](O)C)I)/C)(C#N)N=O)(C#C/C=C(/CC)\O)C)\N)/C
19	CC#CC(C(=C(C)C)NC)(C#CC(=O)OC(=C)/C(=N/*)/C#N)C#CC
20	O=NC/C(=C\C#C)/N(C#CO[C@@H](N(OO)C)C)OC
21	CC#C[C@@](/C(=C(\C#CC#CC)/C)/NC)(C(=C)C)C#CC(=O)OC(=C)/C(=N/*)/C#N
22	OON([C@H](C#CC#CO[C@@]([C@H](/C(=C/Br)/C(=C(C)C)NC)C#CN)(C(=O)N)C#C[P@@](=O)(N=C)C)C)C
23	*/N=C(/C(=C)OC(=O)C#CC(C(=C(C)C)NC)(C(=C)C)C(=C)C)\C#N
24	CC/C(=C/C#C[C@@]([C@@](C(=O)/C(=C(/C(=O)C(=O)C)\[C@H](CC)I)/C(=C(\Cl)/C)/O)(C#N)N=O)(/C(=C(/NO)\C)/N)C)/O
25	COC#C/C(=C(/OBr)\C)/[C@](C(=O)[C@](OC=C)(C#N)C)([C@@H](CC)C)O/C(=N/*)/C#N
26	COC#C/C(=C(/OBr)\C)/[C@](C(=O)[C@](OC=C)(C#N)C)([C@@H](CC)C)O/C(=N/*)/C#N
27	COC[C@@H]([C@@](C(=O)[C@](OC=O)(C#N)C)(/C(=C(\OBr)/C)/C#COC)OC(=O)[C@](N(CCN)C)(C#N)C=C)C
28	NC#C[C@H]([C@](C(=O)N)(CCC(=O)C)OC#CC#C[C@@H](N(C)C)C)/C(=C\Br)/C
29	NC#C[C@H]([C@](C(=O)N)(CCC(=O)C)OC#CC#C[C@@H](N(C)C)C)/C(=C\Br)/C
30	COOC(=C=C([C@@]([C@@](CC)(Cl)N)(/N=C/CC)C=C)C)/C=N/*
31	O=CO[C@@](C(=O)[C@@](/C(=C(\OBr)/N)/OC)([C@@H](CC)C)OC(=O)C)(C#N)C
32	COO[P@](=N*)([C@@](N(N(NC)C)N=O)(C(=O)C=C)C)/C(=C(/C#C)\C)/C
33	COO[P@](=N*)([C@@](N(N(NC)C)N=O)(C(=O)C=C)C)/C(=C(/C#C)\C)/C
34	CCC[C@@H]([C@@H](C/N=C(\C#N)/C)C#CO[C@@H](/C=C(\C#CC)/N)C)C
35	C=NO[C@@H](OC(CC)(C)C)C#CC#CC(=O)O/C(=C/N=N/*)/F
36	COOC(=C=C([C@@]([C@@](CC)(Cl)N)(/N=C/CC)C=C)C)/C=N/*
37	NC#CC#CC#C[C@@](/C(=C(/C(=C(/C(=O)C(=S)C)\N)/C)\CNC)/C)(N(ON(OC)O)OC#CC(=O)N=C)CC
38	CCC[C@@H](N(O/N=C(\C#N)/C)C#CO[C@@H](/C=C(\C#CC)/C)C)C
39	COC[C@@H]([C@@](C(=O)[C@](OC=O)(C#N)C)(/C(=C(\OBr)/C)/C#COC)OC(=O)[C@](N(CCN)C)(C#N)C=C)C
40	O=CO[C@@](C(=O)[C@@](/C(=C(\OBr)/N)/OC)([C@@H](CC)C)OC(=O)C)(C#N)C
1	NC#C[C@H]([C@](/C(=C(/C#C)\C)/C)(C(=O)N)CCC(=O)C)/C(=C\Br)/C
2	CNC(=C(C)C)C/N=C(\C#N)/C
3	C=NO[C@@H](OC(CC)(C)C)C#C[C@H](C#CC#CO[C@@]([C@H](/C(=C\Br)/C)C#CN)(C(=O)N)CCC(=O)C)C
4	COO[P@](=N*)([C@@](N(N(NC)C)N=O)(C(=O)C=C)C)/C(=C(/C#C)\C)/C
5	COC#C/C(=C(/OBr)\C)/[C@](C(=O)[C@](OC=C)(C#N)C)([C@@H](CC)C)O/C(=N/*)/C#N
6	OON([C@H](C#CC#CO[C@@]([C@H](/C(=C/Br)/C)[C@H](O)C)(C(=O)OO)CCC(=O)C)C)C
7	CC#CC#C/C(=C(\C(=O)C(=O)C)/[C@H](CC#CN)I)/C(=O)[C@]([C@@](/C(=C(/NO)\C)/O[C@@H](/C=C(\C#CC)/[PH4])C)(C#C/C=C(/CC)\O)C)(C#N)N=O
8	CC#CC#C/C(=C(\C(=O)C(=O)C)/[C@H](CC#CN)I)/C(=O)[C@]([C@@](/C(=C(/NO)\C)/O[C@@H](/C=C(\C#CC)/[PH4])C)(C#C/C=C(/CC)\O)C)(C#N)N=O
9	OON([C@H](C#CC#CO[C@@]([C@H](/C(=C/Br)/C)[C@H](O)C)(C(=O)OO)CCC(=O)C)C)C
10	C=NO[C@@H](OC(CC)(C)C)C#C[C@H](C#CC#CO[C@@]([C@H](/C(=C\Br)/C)C#CN)(C(=O)N)CCC(=O)C)C
11	*N=O
12	NC#C[C@H]([C@](/C(=C(/C#C)\C)/C)(C(=O)N)CCC(=O)C)/C(=C\Br)/C
13	NC#C[C@H]([C@](/C(=C(/C#C)\C)/C)(C(=O)N)CCC(=O)C)/C(=C\Br)/C
14	N#CN/C(=C(/C#C)\C)/[C@](C(=C)C)(C#CC(=O)OC(=C)/C(=N\*)/C#N)C#CC
15	ON/C(=C(/[C@]([C@](C(=O)/C(=C(\C(=O)C(=O)C)/[C@H](C[C@H](O)C)I)/C)(N=O)C)(C#C/C=C(/CC)\O)C)\N)/C
16	COOC(=C=C([C@@]([C@@](CC#CC(=O)N=C)(Cl)N)(/N=C/NC)C=C)C)/C=N/*
17	O=NC/C(=C\C#C)/N(C#CO[C@@H](N(OO)C)C)OC
18	*/N=N/C=C(/OC(=O)C#CC#C[C@@H](O/C(=C(\C=O)/O)/Br)C#COC)\F
19	C=NO[C@@H](OC(CC)(C)C)C#CC#CC(=O)O/C(=C(\OBr)/C)/C#COC
20	CC#C[C@@](/C(=C(\C#C)/C)/NC)(C(=C)C)C#C/C(=C(/[C@]([C@@](C(=O)/C(=C(/C(=O)C(=O)C)\[C@H](CC)I)/C(=C(\Cl)/C)/O)(C#N)N=O)(C#C/C=C(/CC)\O)C)\N)/C
21	*/N=C(/C(=C)OC(=O)C#CC(/C(=C/C)/NC)(C(=C)C)C(=C)C)\C#N
22	C#CN/C(=C(/[C@]([C@@](C(=O)/C(=C(\C(=O)C(=O)C)/[C@H](C[C@H](O)C)I)/C)(C#N)N=O)(C#C/C=C(/CC)\O)C)\N)/C
23	O=CO[C@@](C(=O)[C@@](/C(=C(\OBr)/N)/OC)([C@@H](CC)C)OC(=O)C)(C#N)C
24	CCC[C@@H]([C@@H](C(C(=C)C)(C(=C)C)C#CC(=O)OC(=C)/C(=N/*)/C#N)C#CO[C@@H](/C=C(\C#CC)/N)C)C
25	C=NO[C@@H](OC(CC)(C)C)C#CC#CC(=O)O/C(=C(\OBr)/C)/C#COC
26	C=NO[C@@H](OC(CC)(C)C)C#CC#CC(=O)O/C(=C(\OBr)/C)/C#COC
27	C=NO[C@@H](OC(CC)(C)C)C#CC#CC(=O)O/C(=C(\OBr)/C)/C#COC
28	COO[P@](=N*)([C@@](N(N(NC)C)N=O)(C(=O)C=C)C)OC#CC#C[C@@H](N(C)C)C
29	CC#CC#CC#C[C@@](/C(=C(\C#CC#CC)/C)/NC)(C(=C)C)C#CC(=O)OC(=C)/C(=N/*)/C#N
30	N#CN/C(=C(/C#C)\C)/[C@](C(=C)C)(C#CC(=O)OC(=C)/C(=N\*)/C#N)C#CC
31	O=NC/C(=C\C#C)/N(C#CO[C@@H](N(OO)C)C)OC
32	ON/C(=C(/[C@]([C@](C(=O)/C(=C(\C(=O)C(=O)C)/[C@H](C[C@H](O)C)I)/C)(N=O)C)(C#C/C=C(/CC)\O)C)\N)/C
33	*/N=C(/C(=C)OC(=O)C#CC(C(=O)NC)(C(=C)C)C(=C)C)\C#N
34	COO[P@](=N*)([C@@](N(N(NC)C)/N=C(/C(=C)OC(=O)C#N)\C#N)(C(=O)C=C)C)/C(=C(/C#C)\C)/C
35	*/N=C(/C(=C)OC(=O)C#CC(C(=O)NC)(C(=C)C)C(=C)C)\C#N
36	CCC[C@@H](N(O/N=C(\C#N)/C)C#CO[C@@H](/C=C(\C#CC)/OO)C)CN
37	COOC(=C=C([C@@]([C@@](CC)(Cl)N)(/N=C/CC)C=C)C)/C=N/*
38	CCC[C@@](/C(=C(\C(OOC)(C)C)/OC)/N=O)(COC(C)C)CC
39	COO[P@](=N*)([C@@](N(N(NC)C)N=O)(C(=O)C=C)C)OC#CC#C[C@@H](N(C)C)C
40	N#CN/C(=C(/C#C)\C)/[C@](C(=C)C)(C#CC(=O)OC(=C)/C(=N\*)/C#N)C#CC
1	CCC[C@@H]([C@@H](C(C(=C)C)(C(=C)C)C#CC(=O)OC(=C)/C(=N/*)/C#N)C#CO[C@@H](/C=C(\C#CC)/N)C)C
2	C=NO[C@@H](OC(CC)(C)C)C#C[C@H](C#CC#CO[C@@]([C@H](/C(=C\Br)/C)C#CN)(C(=O)N)CCC(=O)C)C
3	*/N=C(/C(=C)OC(=O)C#C[C@](C(=C)C(=O)N)(C(=O)NC)C(=C)C)\C#N
4	C=NO[C@@H](OC(CC)(C)C)C#CC#CC(=O)NO
5	COC#C/C(=C(/OBr)\C)/O/C(=C(/[C@]([C@@](C(=O)/C(=C(/C(=O)C(=O)C)\[C@H](CC#CN)I)/C#CC#CC)(C#N)N=O)(C#C/C=C(/CC)\O)C)\O[C@@H](/C=C(\C#CC)/[PH4])C)/C
6	*/N=C/C(=C=C([C@@]([C@@](CC#CC(=O)N=C)(Cl)N)(/N=C\NC)C=C)C)OO[C@@H](N(OO)C)C
7	CCC[C@@](/C(=C(\[C@](OOC)(I)C)/OC)/N=O)(COC(C)C)CC
8	COO[P@](=N*)([C@@](N(N(NC)C)/N=C(/C(=C)OC(=O)C#N)\C#N)(C(=O)C=C)C)/C(=C(/C#C)\C)/C
9	ON/C(=C(/[C@]([C@](C(=O)/C(=C(\C(=O)C(=O)C)/[C@H](C[C@H](O)C)I)/C)(N=O)C)(C#C/C=C(/CC)\O)C)\N)/C
10	ON/C(=C(/[C@]([C@](C(=O)/C(=C(\C(=O)C(=O)C)/[C@H](C[C@H](O)C)I)/C)(N=O)C)(C#C/C=C(/CC)\O)C)\N)/C
11	N#CN/C(=C(/C(=O)/C(=C(\C(=O)C(=O)C)/[C@H](C[C@H](O)C)I)/C)\C)/[C@](C(=C)C)(C#CC(=O)OC(=C)/C(=N\*)/C#N)C#CC
12	N#CN/C(=C(/C(=O)/C(=C(\C(=O)C(=O)C)/[C@H](C[C@H](O)C)I)/C)\C)/[C@](C(=C)C)(C#CC(=O)OC(=C)/C(=N\*)/C#N)C#CC
13	N#CN/C(=C(/C(=O)/C(=C(\C(=O)C(=O)C)/[C@H](C[C@H](O)C)I)/C)\C)/[C@](C(=C)C)(C#CC(=O)OC(=C)/C(=N\*)/C#N)C#CC
14	C=NO[C@@H](OC(CC)(C)C)C#CC#CC(=O)O/C(=C(\OBr)/C)/C#COC
15	OON([C@H](C#CC#CO[C@@]([C@H](/C(=C/Br)/C)[C@H](O)C)(C(=O)OO)CCC(=O)C)C)C
16	OON([C@H](C#CC#CO[C@@]([C@H](/C(=C/Br)/C)[C@H](O)C)(C(=O)OO)CCC(=O)C)C)C
17	CC#CC#C/C(=C(\C(=O)C(=O)C)/[C@H](CC#CN)C)/C(=O)[C@]([C@@](/C(=C(/NO)\C)/O[C@@H](/C=C(\C#CC)/[PH4])C)(C#C/C=C(/CC)\O)C)(C#N)N=O
18	C=NO[C@@H](OC(CC)(C)C)C#CC#CC(=O)NO
19	C=NO[C@@H](OC(CC)(C)C)C#C[C@H](C#CC#CO[C@@]([C@H](/C(=C\Br)/C)C#CN)(C(=O)N)CCC(=O)C)C
20	N#C/C(=N\CC(=C(C)C)I)/C
21	NC#C[C@H]([C@](/C(=C(/C#C)\C)/C)(C(=O)N)CCC(=O)C)/C(=C\Br)/C
22	COC#C/C(=C(/OBr)\C)/[C@]([C@@H](CC)C)(C(=O)C)O/C(=N/*)/C#N
23	COO[P@](=N*)([C@@](N(N(NC)C)/N=C(/C(=C)OC(=O)C#N)\C#N)(C(=O)C=C)C)/C(=C(/C#C)\C)/C
24	CC#CC#CO[C@@]([C@H](/C(=C/Br)/C)[C@H](O)C)(C(=O)OO)CCC(=O)C
25	CC#CC#CO[C@@]([C@H](/C(=C/Br)/C)[C@H](O)C)(C(=O)OO)CCC(=O)C
26	O=CO[C@@](C(=O)[C@@](/C(=C(\OBr)/N)/C)([C@@H](CC)C)OC(=O)C)(C#N)C
27	CCC[C@@H]([C@@H](C(C(=C)C)(C(=C)C)C#CC(=O)OC(=C)/C(=N/*)/C#N)C#CO[C@@H](/C=C(\C#CC)/N)C)C
28	*/N=C(/C(=C)OC(=O)C#C[C@](C(=C)OC)(C(=O)NC)C(=C)C)\C#N
29	OON([C@@H](OC#CN(OC)C)C)C
30	N#CN/C(=C(/C(=O)/C(=C(\C(=O)C(=O)C)/[C@H](C[C@H](O)C)I)/C)\C)/[C@](C(=C)C)(C#CC(=O)OC(=C)/C(=N\*)/C#N)C#CC
31	COO[P@](=N*)([C@@](N(N(NC)C)N=O)(C(=O)C=C)C)/C(=C(/C#C)\C)/C
32	COO[P@](=N*)([C@@](N(N(NC)C)N=O)(C(=O)C=C)C)/C(=C(/C#C)\C)/C
33	N#C/C(=N\CC(=C(C)C)I)/C
34	CCC[C@@H](N(O/N=C(\C#N)/C)C#CO[C@@H](/C=C(\C#C/C(=C(/C#C)\C)/C)/OO)C)CN
35	COOC(=C=C([C@@]([C@@](CC)(Cl)N)(/N=C/CC)C=C)C)C=O
36	COOC(=C=C([C@@]([C@@](CC)(Cl)N)(/N=C/CC)C=C)C)C=O
37	CCC[C@@](/C(=C(\[C@](OOC)(I)C)/OC)/N=O)(COC(C)C)CC
38	C=NO[C@@H](OC(CC)(C)C)C#C[C@H](C#CC#CO[C@@]([C@H](/C(=C\Br)/C)C#CN)(C(=O)N)CCC(=O)C)C
39	C=NO[C@@H](OC(CC)(C)C)C#C[C@H](C#CC#CO[C@@]([C@H](/C(=C\Br)/C)C#CN)(C(=O)N)CCC(=O)C)C
40	N#CN/C(=C(/C#C)\C)/[C@@](C(=C)C)(C#CC(=O)OC(=C)/C(=N\*)/C#N)C#CC
1	COC#C/C(=C(/OBr)\C)/C(=O)[C@@]([C@H](/C(=C/Br)/C)[C@H](O)C)(CCC(=O)C)OC#CC#CC
2	COC#C/C(=C(/OBr)\C)/C(=O)[C@@]([C@H](/C(=C/Br)/C)[C@H](O)C)(CCC(=O)C)OC#CC#CC
3	COO[P@](=N*)([C@@](N([C@]([C@H](/C(=C\Br)/C)C#CN)(C(=O)N)OC#CC#C[C@@H](C#C[C@H](OC(CC)(C)C)ON=C)C)N(NC)C)(C(=O)C=C)C)/C(=C(/C#C)\C)/C
4	CCC[C@@H](N(O/N=C(\C#N)/C)C#CO[C@@H](/C=C(\C#C/C(=C(/C#C)\C)/C)/OO)C)CN
5	N#CN/C(=C(/C(=O)/C(=C(\C(=O)C(=O)C)/[C@H](C[C@H](O)C)I)/C)\C)/[C@](C(=C)C)(C#CC(=O)OC(=C)/C(=N\*)/C(=C)/C(=N/*)/C#N)C#CC
6	OOC(=O)[C@@]([C@H](/C(=C/Br)/C)[C@H](O)C)(CCC(=O)C)C
7	COO[P@](=N*)([C@@](N([C@]([C@H](/C(=C\Br)/C)C#CN)(C(=O)N)OC#CC#C[C@@H](C#C[C@H](OC(CC)(C)C)ON=C)C)N(NC)C)(C(=O)C=C)C)/C(=C(/C#C)\C)/C
8	C=NO[C@H](/C(=N/*)/C(=C)OC(=O)C#C[C@](/C(=C(\C(=O)/C(=C(\C(=O)C(=O)C)/[C@H](C[C@H](O)C)I)/C)/C)/NC#N)(C(=C)C)C#CC)OC(CC)(C)C
9	NC#C[C@H]([C@](C(=C(C)C)I)(/C(=C(/C#C)\C)/C)C(=O)N)/C(=C\Br)/C
10	C=NO[C@@H](OC(CC)(C)C)C#C[C@H](C#CC#CO[C@@]([C@H](/C(=C\Br)/C)C#CN)(C(=O)N)CCC(=O)C(=C(C)C)I)C
11	COC#C/C(=C(/OBr)\C)/C(=O)OC(=C)/C(=N/N([C@]([P@](=N*)(/C(=C(/C#C)\C)/C)OOC)(C(=O)C=C)C)N(NC)C)/C#N
