FILENUM	Canonical_SMILES
39	CCCN(C/C(=C/CNC)/C)OC
40	C=CCC(=O)/C(=C(\C(=[PH3])C#CC#CI)/O)/C(=N/*)/C
1	C[C@H](/C(=C/C=O)/OC#CC)ON
2	CN(C(=C)CC)CCC#N
3	N#CC[C@@H](NC(=O)O[C@H](C(=C)C=O)C)N
4	C#CCC(=O)S[C@](N(CC#COC)O/N=C/C)(N=O)CO
5	FN[C@H](/C(=C\C=C\C(=O)C)/OC#COC)Br
6	C[C@H](/C=C/N)CC=C(CF)P
7	C=CC[C@]([C@@H](N(C)C)C)([C@@H](CC)C)CC
8	*/N=C(/N=C(\CN)/C)\CC
9	*/N=N\C(=C(\N=C)/F)\CN
10	C=CC([C@]([C@@H](C(=C)CC(=O)C(=O)C)C)(C(C)C)C#C)(C=C)N
11	*/N=N/C(=C(OOC(=O)N)C#N)N(/N=N/*)N
12	CN(C(=C)CC)CC#C
13	C=CC(C=C)(C=C)N
14	ONSCC(C[C@@](OC(=C)C)(C#CO)C)(N)N
15	OOOOC#CC(=O)C(=C)C#C
16	CNOC(=O)CC=C
17	CC[C@](C(=C)N)(CO)CN
18	*/N=N/N(C(=C(N=N*)CN)/N=N/*)N
19	C=CC[C@](C(=C)I)(CN)CC
20	N[C@H](NC(=O)OC(C)C)CC#N
21	C=CC([C@]([C@@H](C(=C)CC(=O)C(=O)C(=O)C)C)(C(C)C)C#C)(C=C)N
22	CCCN(C/C(=C\CNC)/C)OC#C
23	C#CC#CC(=C(C[C@H](NC(=O)/C(=C/C)/C(=O)C)C#C)C#C)CC
24	CC
25	C[C@@H](C#CCC)NN
26	CO/C(=C\C(=C)C)/N=O
27	CC(=C)[C@H]([C@](C(=O)C#CO)(CN)N)O
28	COOO/C(=C/C(=C/O[C@@H](/N=C(\CC)/C)C[C@@H](N)C)/C)/[C@@H](NF)Br
29	COC#CO/C(=C/C(=C/C)/C)/[C@@H](N/C(=C/C)/CC)Br
30	CP(C)C
31	CN([C@@](/C(=C/C)/C)(C=O)Cl)[C@@H](C#N)O
32	CNC/C=C(/CN(C(=C)CC)C[C@@H](NF)Br)\C
33	CO/C(=C\C(=C)C)/C#CC(=O)C(=C)CC
34	CC
35	CONC(=O)/C(=C/C)/C(=O)C
36	CP(C(=C)C=O)C#C
37	O=NC[C@](CCO[C@@]([C@@](C#CC#CC)(OC)C)([C@H](/C=N/*)C=S)C#N)(P)N
38	C=CC(C=C)(C=C)N
39	*/N=C(/N=C(/C#N)\CI)\CC
40	CC#CN(C(=C)[C@@](C#C)(OC)N)C
1	OC#C[C@H]([C@](C(=O)C#CO)(CN)N)O
2	CN(C(=C)CC)CC#C
3	C[C@H](/C(=C/C=O)/OC#CC)ON
4	PN=O
5	C[C@@H](C#CC(=O)C(=C)C#C)NN
6	O=NC[C@@](/C(=C/C(=C)C)/OC)(CCO[C@@]([C@@](C#CC#CC)(OC)C)([C@H](/C=N/*)C=S)C#N)N
7	*/N=N/C(=CC[C@@H](/C=C/N)C)CF
8	C=CC[C@]([C@@H](N(C)C)C)([C@@H](CC)C)C/C(=C/C(=C)C)/OC
9	ONSC[C@@](C[C@](OC(=C)C)(C#CO)C)(F)N
10	*/N=C(/P(C#C)C)\C=O
11	*/N=N/N(/C(=C(/N=N\*)\CN)/P)N
12	CC#CC(=O)C(=C)CC
13	CP(C(=C)C=O)C#C
14	CNOC(=O)CC(=C)C=O
15	CCC#CCC#C
16	CC
17	NC/C(=C(\N=C)/F)/N=C
18	C=CC[C@@]([C@@H](CC)C)(CN(C)C)CC
19	C[C@@H](C#CCC)NN
20	*/N=C(/N=C(C#N)CI)\C=C\N
21	ONSCC(C[C@@](OC(=C)C)(C#CO)C)(N)N
22	N#CC[C@@H](NC(=O)O[C@H](C(=C)C=O)C)N
23	CC[C@H](C/C=C(/CF)\P)C
24	CN(C(=C)CC)[C@@H](NN)C
25	COOOOC#CCC
26	CC#CN(C(=C)[C@@](C#C)(OC)N)C
27	C[C@@H](C=C)OC(=O)N[C@H](CC#N)N
28	CC#CN(C(=C)[C@](O[C@@]([C@@H](N(C)C)C)([C@@H](CC)C)CC=C)(C#C)N)C
29	O=NC[C@](CCO[C@@]([C@@](C#CC#CC)(OC)C)([C@H](/C=N/C)C=S)C#N)(P)N
30	CN(C(=C)CC)CC#C
31	ONSCC(C[C@](C(=C)C)(OC(=C)C)C)(N)N
32	C=CC[C@](C(=C)I)(CN)CC
33	N[C@H](NC(=O)OC(C)C)CC#N
34	CNC/C=C(/CN(C(=C)CC)C[C@@H](NN)Br)\C
35	CC
36	CCC
37	C=CC(C=C)(C=C)N
38	COOO/C(=C/C(=C/O[C@@H](/N=C(\CC)/C)C[C@@H](N)C)/C)/[C@@H](NF)Br
39	CONC(=O)/C(=C/C)/C(=O)C
40	*/N=N\C(=C(\N=C)/F)\CN
1	CC[C@H]([C@](C(=C)C)(CN(C)C)CC)C
2	CC
3	C=CC[C@@](C(=C)I)(CC)C
4	C=CC[C@@](C(CC)CC)(CN(C)C)CC
5	CN(C(=C)CC)C#C
6	C#CCN(C(=C)CC)CN
7	CCCC(=C)N(CC#C)C
8	CN(SNO)CC#C
9	*/N=N/C(=CC[C@@H](/C=C/N)C)CF
10	CN(C(=C)CC)[C@H](N=C)NN
11	CN(C(=C)C)CC#C
12	CCC#CCCC#C
13	ONSCC(C[C@@](OC(=C)C)(C#CO)C)(N)N
14	CONC(=O)/C(=C/C)/C(=O)C
15	C[C@@H](C=C)OC(=O)NC
16	C=CCO[C@](CC(CSNO)(N)N)(C#CO)C
17	ONSC[C@@](C[C@](OC(=C)C)(C#CO)C)(F)N
18	NN[C@H](C/C(=C(\N=C)/F)/N=C)Br
19	CC[C@H](CC=C([C@@H](CC)C)CF)C
20	C/C=C/C(C=C)(C=C)N
21	*/N=N\C(=C(\N=C)/F)\CN
22	CN(C(=C)CC)CC#C
23	C[C@H](/C(=C/C=O)/OC#CC)ON
24	CC#CN(C(=C)[C@](O[C@@]([C@H]([C@](C(=C)C)(OC(=C)C)C)N(C)C)([C@@H](CC)C)CC=C)(C#C)N)C
25	*N=N/C(=C(\F)/C)/CN
26	C[C@H](C=O)CC=C(CF)P
27	O=NC[C@](CCO[C@@]([C@@](C#CC#CC)(OC)C)([C@H](/C=N/[C@H](CC#N)N)C=S)C#N)(P)N
28	O=NC[C@@](/C(=C/C(=C)C)/OC)(CCO[C@@]([C@@](C#CC#CC)(OC)C)([C@H](/C=N/*)C=S)C#N)N
29	OC#C[C@@]([C@@H](C(CC(=C)CC)(N)N)N)(OC(=C)C)C
30	CNC/C=C(/CN(C(=C)CC)CN)\C
31	ONSCC(C[C@](C(=C)C)(OC(=C)C)C)(N)N
32	CP(C(=C)CC)C#C
33	COOC[C@@]([C@@H](CC)C)(CN(C)C)CC
34	O=CC(=C)[C@@H](OC(=O)C)C
35	C[C@@H](N(C(=C)CC)N[C@H](CC#N)N)NN
36	C=CC[C@@]([C@@H](N(C)C)C)(C/C(=C\C(=C)C)/OC)P
37	CC#CC(=O)C(=C)C
38	C/C=C/OOC#CCC
39	CCC(CSNO)(N)N
40	COOOOC#CCC
1	COOC#CCC
2	NCP(C(=C)CC)C#C
3	FCCC(=C)CC([C@H]([C@@](OC(=C)C)(C#CO)C)N)(N)N
4	CCC=C(CF)P
5	O=C/C=C(/C(=C)[C@@H](OC(=O)C)C)\OC#CC
6	C#CP(/C(=C(/N=C)\F)/CC)C
7	C[C@H](C=O)C/C=C(\P)/C
8	C=CC[C@@]([C@@H](N(C)C)C)(C/C(=C\C(=C)C)/OC(=C)C)P
9	COOC[C@@]([C@@H](CC)C)(CN(C)C)CC
10	NCCN(C(=C)CC)CN
11	CC[C@H](CC=C([C@@H](CC)C)CF)C
12	C/C=C/OOC#CNO
13	CCSC[C@@](C[C@](OC(=C)C)(C#CO)C)(F)N
14	CNC/C=C(/CN(C(=C)CC)C)\C
15	CCC#CC#CC
16	ONSC[C@@](C[C@](OC(=C)C)(C#CO)C)(P)N
17	CC
18	C[C@H](C=O)ON
19	C#CCN(C(=C)CC)CN
20	CN(CC#C)C
21	CP(C(=C)CC)C#C
22	C=CC[C@@]([C@@H](N(C)C)C)(C/C(=C\C(=C)C)/OC)F
23	NON(C)C
24	CN(C(=C)CC)[C@H](N=C)NN
25	NN[C@H](CC(=C)N=C)Br
26	C/C=C/C(C=C)(C=C)N
27	*N=N/C(=C(/N=C)\F)/CN
28	O=NC[C@](CCO[C@@]([C@@](C#CC#CC)(OC)C)([C@H](/C=N/[C@H](CO)N)C=S)C#N)(P)N
29	COOC[C@@]([C@@H](CC)C)(C[C@@H](/C(=C/C=O)/OC#CC)C)CC
30	*N=N/C(=C(/N=C)\F)/CN
31	C=CC[C@@]([C@@H](N(OOC)C)C)(C/C(=C\C(=C)C)/OC)P
32	ONSC[C@@](C[C@](OC(=C)C)(C#CC#N)C)(F)N
33	*/N=N/C(=CC[C@@H](/C=C/N)C)CF
34	NN[C@H](CC(=C)CC([C@H]([C@@](OC(=C)C)(C#CO)C)N)(N)N)N=C
35	CCC(=C)N(C)C
36	O=NC[C@@](/C(=C/C(=C)C)/OC)(CCO[C@@]([C@@](C#CC#CC)(OC)C)([C@H](/C=N/*)C=S)C#N)N
37	CC[PH3]OOC#CCC
38	*N=N/C(=C(/N=C)\F)/C#C
39	O=NC[C@@](/C(=C/C(=C)C)/OC)(CCO[C@@]([C@@](C(=C)N([C@@H](NN)C)N[C@H](CC#N)N)(OC)C)([C@H](/C=N/*)C=S)C#N)N
40	ONSCC(C[C@](C(=C)[C@@H](C=O)C)(OC(=C)C)C)(N)N
1	COOC#C[C@@H](CC)C
2	*/N=N/C(=CCOOC)CF
3	CP(C(=C)CC)C#C
4	CCN([C@H]([C@@](C/C(=C\C(=C)C)/OC)(CC)P)C)C
5	CCCC(=C)N(CC#C)CN
6	C=CC[C@@]([C@@H](N(C)C)C)(C/C(=C\C(=C)C)/OCC)F
7	FCCC(=C)CC([C@H]([C@](C(=C)CC)(OC(=C)C)C#CO)N)(N)N
8	CCC=C(CF)P
9	CN(CN)CC#C
10	CP(C(=S)CC)C#C
11	COOC[C@@]([C@@H](CC)C)(C[C@@H](/C(=C/C=O)/OC#CC)C)CC
12	COCC(=C)N(CCN)CN
13	*N=N/C(=C(/N=C)\F)/CN
14	CCSC(=CCC)P
15	*N=N/C(=C(/N=C)\F)/CN
16	*N=NC(=C)C#C
17	CCSCC(C[C@](OC(=C)C)(C#CO)C)(F)F
18	CN(C(=C)CC)[C@H](N=C)NN
19	C=CC[C@@]([C@@H](N(OOC)C)C)(C/C(=C\C(=C(\N=C)/F)\C)/OC)P
20	O=NC[C@@](/C(=C/C(=C)C)/OC)(CCO[C@@]([C@@](C(=C)N([C@@H](NN)C)N[C@H](CC#N)N)(OC)C)([C@H](/C=N/*)C=S)C#N)N
21	O=NC[C@@](/C(=C/C(=C)C)/C)(CCO[C@@]([C@@](C(=C)N([C@@H](NN)C)N[C@H](CC#N)N)(OC)C)([C@H](/C=N\*)C=S)C#N)N
22	*/N=N\O
23	FCN(C(=C)CC)C
24	O=NC[C@@](/C(=C/C(=C)C)/OC)(CCO[C@@]([C@@](C(=C)N([C@@H](NN)C)N[C@H](CC#N)N)(OC)C)([C@H](/C=N/*)C=C)C#N)N
25	C#CCN(C(=C)CC)CN
26	*/N=N/C(=CC[C@@H](/C=C/N)C)CF
27	*/N=N/C(=C\C[C@@H](/C=C/N)C)/CN
28	CP(/C(=C(/N=C)\F)/OOC)C#C
29	C[C@](C#C/C(=C(/N=C)\F)/CN)(OC(=C)C)C[C@](CSNO)(P)N
30	ONSC[C@@](C[C@](OC(=C)C)(C#CC#N)C)(F)N
31	FCC[C@@](C[C@](OC(=C)C)(C#CO)C)(F)N
32	NN[C@H](CC(=C)N=C)Br
33	CC(=C)P(C#C)CN
34	CC[C@H](CC=C([C@@H](CC)C)CF)C
35	N/C=C/[C@H](C[C@@]([C@@H](CC)C)(CN(C)C)CC)C
36	CC[C@H](CC=C([C@@H](CC)C)C)C
37	O=NC[C@@](/C(=C/C(=C)C)/OC)(CCO[C@@]([C@@](C#CC#CC)(OC)C)([C@H](/C=N/*)C=S)C#N)N
38	COOCC(CN(C)C)(CC)CC
39	C=CC[C@@]([C@@H](N(C)C)C)(C/C(=C\C(=C)C)/OC)F
40	ONSC[C@@](C[C@](OC(=C)C)(C#CO)C)(P)N
1	*/N=C(/P(C#C)C)\CC
2	C=CC[C@@]([C@@H](N(C#CC)C)C)(C/C(=C\C(=C(\N=C)/F)\C)/OC)P
3	*/N=N/C(=CC[C@@H](/C=C/N)C)CF
4	NCC[C@H]([C@@](CN(C)C)(C[C@@H](/C=C/N)C)CC)C
5	C=CC[C@@]([C@@H](N(OOC)C)C)(C/C(=C\C(=C(\N=C)/F)\C)/OC)P
6	O=NC[C@@](/C(=C/C(=C)C)/OC)(CCO[C@@]([C@@](C(=C)N([C@@H](NN)C)N[C@@H]([C@@H](CC)C)CC#N)(OC)C)([C@H](/C=N/*)C=S)C#N)N
7	N#C[C@H]([C@@](C/C(=C\C(=C)C)/OC)(CC)P)C
8	C=CC[C@@]([C@@H](N(OOC)C)C)(C/C(=C\C(=C(\N=C)/F)\C)/OC)P
9	N/C=C/[C@H](C[C@@](CN(C)C)(CC)N)C
10	CP(/C(=C(\F)/O)/OOC)C#C
11	CP(C(=C)CC)C#C
12	COCC(=C)N(CC(=C)C)CCN
13	NCCN(C(=C)COOC)CN
14	O=NC[C@@](/C(=C/C(=C)C)/C)(CCO[C@]([C@@](C(=C)N([C@@H](NN)C)N[C@H](CC#N)N)(OC)C)(N(CC)C)[C@H](/C=N\*)C=S)N
15	CC/C=C(/OC(=C)C)\P
16	*/N=N/C[C@H](CC=C([C@@H](CC)C)C)C
17	COOO/C(=C\C=O)/[C@H](C[C@]([C@@H](CC)C)(COOC)CC)C
18	O=NC[C@@](/C(=C/C(=C)C)/C)(CCO[C@@]([C@@](C(=C)N([C@@H](NN)C)N[C@H](CC#N)N)(OC)C)([C@H](/C=N\*)C=S)C#N)N
19	FCC[C@@](C[C@](OC(=C)C)(C#CO)C)(F)N
20	CC(=C)P(C#C)CN
21	CC[C@H](C/C=C(\O)/C)C
22	C[C@H](/C=C/N)CC=C(CF)C
23	*N=NC
24	OCSCC(C[C@](OC(=C)C)(C#CO)C)(F)F
25	O=NC[C@@](/C(=N/*)/C)(CCO[C@@]([C@@](C(=C)N([C@@H](NN)C)N[C@H](CC#N)N)(OC)C)([C@H](/C=N\*)C=S)C#N)N
26	*/N=N/C(=C\C)/CF
27	FCN(C(=C)CC)C
28	NC/C(=C(\N=C)/F)/N=S
29	CN(C(=C)CC)CC#C
30	ONSC[C@@](C[C@@](C#CC#N)(ON)C)(F)N
31	FCCC(=C)CC([C@H]([C@@](C(=C)CC)(C#CO)CF)N)(N)N
32	COOC#C[C@H](CC)C
33	COOCC=C(/N=C/C(=C)C)CF
34	COOCC(CN(C[C@@H](/C=C/N)C)C)(CC)CC
35	C[C@](C#C[C@@H](CC)C)(OC(=C)C)C[C@](CSNO)(P)N
36	ONS[C@@](C[C@](OC(=C)C)(C#C/C(=C(/N=C)\F)/C)C)(P)N
37	CCC(=C)P(F)C
38	*N=NN=C
39	O=NC[C@@](/C(=C/C(=C)C)/OC)(CCO[C@@](C(C(=C)N([C@@H](NN)C)N[C@H](CC#N)N)(C)C)([C@H](/C=N/*)C=S)C#N)N
40	O=NC[C@@](/C(=C/C(=C)C)/OC)(CCO[C@@]([C@@](C(=C)N([C@@H](NN)C)N[C@H](CC#N)N)(OC)C)([C@H](/C=N/*)C=S)C#N)N
1	COOC[C@@]([C@@H](CC)C)(C[C@@H](/C(=C/C=O)/C(=N/*)/CC)C)CC
2	NN=C
3	N/C=C/[C@H](CC=C(/C(=C\C(=C(\N=C)/F)\C)/OC)CSOC(=C)C)C
4	O=NC[C@@](/C(=C/C(=C)F)/OC)(NSCC(=CC[C@@H](/C=C/N)C)CF)N
5	COOC[C@@]([C@@H](CC#C)C)(C[C@@H](C(=CC=O)/C(=N\*)/C(=C)CC)C)CC
6	COON([C@H]([C@](C/C(=C\C(=C(\N=C)/N)\C)/OC)(P)C)C)C
7	CCOC(=CCC)[C@H](/C(=N\*)/C)C
8	ONS[C@@](CC(OC(=C)C)(C)C)(P)N
9	COON([C@H]([C@@](C/C(=C\C(=C(\N=C)/CN)\C)/OC)(C#N)P)C)C
10	C=CC[C@@]([C@@H](N(C#CC=S)C)C)(CC[C@](CN(OOC)C)(CC=C)P)P
11	*/N=N/C(=C(/C=C(/OC)\C[C@]([C@@H](N(OOC)C)C)(CC=C)P)\CF)/CN
12	C=CCC(=C)C/C(=C(/F)\O)/P(C#C)C
13	C[C@H](/C=C/N)CC=C(NO)CF
14	COON(C[C@@](C[C@@](C[C@@](C[C@](OC(=C)C)(C#CO)C)(F)N)(F)N)(CC=C)P)C
15	O=NC[C@](C[C@@H](/C=C\N)C)(CC)N
16	CCC(C[C@@H](/C=C/N)C)(CC)N
17	C=CC[C@@]([C@@H](N(OOC)O)C)(C/C(=C\C(=C(\N=C)/CN)\C)/OC)P
18	OC#C[C@](C[C@](/C(=C\C(=C(\N=C)/F)\C)/OC)(F)N)(OC(=C)C)C
19	O=NC[C@]([C@@](/C(=C/C(=C)C)/C)(CCO[C@@](C(C(=C)N([C@@H](NN)C)N[C@H](CC#N)N)(OC)OC)([C@H](/C=N\*)C=S)C)N)(/C(=N/*)/C)N
20	O=NC[C@@](/C(=C/C(=C)C)/OC)(CCO[C@@]([C@](C(=C)N([C@@H](NN)C)N[C@@H]([C@@H](CC)C)CC#N)(OC)C)([C@H](/C=N/*)C=S)N=C)N
21	O=NC[C@@](/C(=C/C(=C)CF)/OC)(CCO[C@@](C(C(=C)N([C@@H](NN)C)N[C@H](CC#N)N)(C)C)([C@H](/C=N/*)C=S)C#N)N
22	C=CC[C@]([C@@](C(=C)N([C@@H](NN)C)N[C@H](CC#N)N)(OC)C)([C@H](/C(=N/*)/C)C)OCCCN=O
23	CCC(C[C@@H](/C=C\N)C)(CC)N
24	C/C(=C/C[C@@H](/C=C\N)C)/CSNO
25	CCC(C[C@@H](/C=C\N)C)(CC)N
26	*/N=C\[C@@H]([C@]([C@@](C(=C)N([C@@H](NN)C)N[C@H](CC#N)N)(OC)C)(OCC[C@@]([C@](/C(=N/*)/C)(CC)N)(/C(=C/C(=C)C)/C)N)C)C=S
27	ONS[C@@](CC(NO)(C)C)(P)N
28	O=NC[C@@](/C(=C/C(=C)C)/OC)(CCO[C@@]([C@](C(=C)N([C@@H](NN)C)N[C@@H]([C@@H](CC)C)CC#N)(OC)C)([C@H](/C=N/*)C=S)N=C)N
29	CC(=CC[C@@H](/C=C/N)C)CSNO
30	O=NC[C@@](/C(=C/C(=C)C)/OC)(NSC/C(=C\C[C@@H](/C=C/N)C)/CF)N
31	N#CC[C@@H](NN(C(=C)C([C@@]([C@@H](C=S)C)(OCC[C@@](/C(=C/C(=C)C)/OC)(/C(=C/C(=C)C)/C)N)C)(C)C)[C@@H](NN)C)N
32	C=CC[C@](C[C@](OC(=C)C)(C#CO)C)(CN(OOC)C)P
33	CCC(C[C@@H](/C=C/N)C)(CC)N
34	C=CC[C@](C[C@@](C[C@](OC(=C)C)(C#CC)C)(F)N)(CN(OOC)C)P
35	C=CC[C@](C[C@@](C[C@](OC(=C)C)(C#CO)C)(F)N)(CN)P
36	O=NC[C@@](/C(=C/C(=C)C)/OC)(NSCSCC(=CC[C@@H](/C=C/N)C)C)N
37	NCCC(=C)C[C@@]([C@H]([C@@](C#CO)(CF)CC)N)(N=C)N
38	FCC/C(=C\C(=C(\N=C)/C)\C)/OC
39	O=NC[C@@](/C(=N/*)/C)(CCO[C@]([C@@](C(=C)N([C@@H](NN)C)N[C@H](CC#N)F)(OC)C)(C#N)P)N
40	COON(CCC(=C)C[C@@]([C@H]([C@@](C(=C)CC)(C#CO)CF)N)(N=C)N)C
1	COOC[C@@]([C@@H](CC#C)C)(C[C@@H](N)C)CC
2	*/N=C(\[C@@H](C(=CCC)CC=C)C)/C
3	ONS[C@@](CC(C)C)(P)N
4	C=CC[C@](C[C@](SNO)(P)N)(OC(=C)C)C
5	COOC[C@@]([C@@H](CC)C)(C[C@@H](/C(=C/C=O)/C(=N/*)/CC)C)CC
6	O=NC[C@@](C[C@@H](/C=C\N)C)(CSNO)CC
7	C=CC[C@](C[C@@](C[C@](OC(=C)C)(C#CO)C)(F)N)(CN)P
8	N#CC[C@@H]([C@@H](CC)C)NN([C@@H](NN)C)C(=C)N
9	ONS[C@@](CC(NO)(C)C)(P)N
10	O=NC[C@]([C@@](CCO[C@@](C(C(=C)N([C@@H](NN)C)N[C@H](CC#N)N)(OC)OC)([C@H](/C=N\*)C=S)C)(N)C)(/C(=N/*)/C)N
11	COC[C@@]([C@H]([C@@](C#CO)(CF)CC)N)(N=C)N
12	NCCC(=C)/C(=C\C(=C)F)/[C@](CN=O)(NSCC(=CC[C@@H](/C=C/N)C)CF)N
13	CCO[C@](C[C@@](C[C@](OC(=C)C)(C#CO)C)(F)N)(CN)P
14	CC(=C)CSNO
15	O=NC[C@@](/C(=N/*)/OC)(NSCC(=CC[C@@H](/C=C/N)C)CF)N
16	CP(/C(=C(\F)/O)/CC)C#C
17	CO/C(=C\C(=C)C)/[C@@](NSCC(=CC[C@H](CC#N)N)CF)(CN=O)N
18	N/C=C/[C@H](CC=C(/C(=C\C(=C(\N=C)/F)\C)/OC)CSOC(=C)C)C
19	N/C=C/[C@H](C/C=C(\N)/C)C
20	COON(C[C@@](C[C@@](C[C@](OC(=C)C)(C#CC)C)(F)N)(P)C)C
21	FCC/C(=C\C(=C(\N=C)/C)\C)/OC
22	O=CC=C(/C(=N\*)/C(=C)CC)CCC(=C)C[C@@]([C@H]([C@@](C#CO)(CF)CC)N)(N=C)N
23	C=CCC(=C)O[C@@]([C@@](OCC[C@](/C(=N/*)/C)(CN=O)N)(C#N)P)(C(=C)N([C@@H](NN)C)N[C@H](CC#N)F)C
24	O=NC[C@@](/C(=C/C(=C)CF)/OC)(CCO[C@@](C(C(=C)N([C@@H](NN)C)N[C@H](CC#N)N)(C)C)([C@H](/C=C/C(=C)C)C=S)C#N)N
25	CCC(C[C@@H](/C=C/N)C)(CC)N
26	C=CC[C@]([C@@](C(=C)N([C@@H](NN)C)N[C@H](CC#N)N)(OC)C)([C@H]([C@](/C(=C/C(=C)C)/OC)(CN=O)N)C)OCCCN=O
27	*/N=C/[C@@H]([C@]([C@](C(=C)N([C@@H](NN)C)N[C@@H]([C@@H](CC)C)CC#N)(OC)C)(OCC/C(=N/*)/C)N=C)C=S
28	COON(C[C@@](C[C@@](C[C@@](C[C@](OC(=C)C)(C#CO)C)(F)N)(F)N)(CC)P)C
29	C=CC[C@@]([C@@H](N(OOC)C)C)(C/C(=C\C(=C(\N=N\*)/CN)\CC)/OC)P
30	C=CC[C@@]([C@@H](N(OOC)O)C)(C/C(=C\C(=C(\N=C)/CN)\C)/OC)P
31	COOC[C@@]([C@@H]([C@@H](/C=C\N)C)C)(C[C@@H](C(=CC=O)/C(=N\*)/C(=C)CC)C)CC
32	ONS[C@@](C[C@](OC(=C)C)(C=C)C)(P)N
33	N#CC[C@@H](NN(C(=C)[C@]([C@@]([C@@H](C=S)C)(OCC[C@@](/C(=C/C(=C)C)/OC)(/C(=C/C(=C)C)/C)N)C)(/C(=C/C(=C)C)/C)C)[C@@H](NN)C)N
34	C=CC[C@](C[C@@]([C@](O/C(=C/C[C@@H](/C=C/N)C)/C)(C#CO)C)(F)N)(CN)P
35	O=NC[C@@](/C(=C/C(=C)CF)/OC)(CCO[C@@](C(C(=C)N([C@@H](NN)C)N[C@@H](/C=C/N)C)(C)C)([C@H](/C=N/*)C=S)C#N)N
36	COON(C[C@@](C[C@@](C[C@@](C[C@](OC(=C)C)(C#CO)C)(F)N)(F)N)(CC=C)P)C
37	C=CC[C@@]([C@@H](N(OOF)O)C)(C/C(=C\C(=C(\N=C)/CN)\C)/OC)P
38	CCOC(=CCC)[C@H](/C(=N\OC(=C)C)/C)C
39	ONSCC(=CCCC#C)C
40	*/N=C/[C@@H]([C@]([C@](N=C)(OC)C)(OCC[C@](/C(=C/C(=C)C)/OC)(CN=O)N)N=C)C=S
1	O=CC=C(/C(=N\*)/C(=C)[C@](OC(=C)C)(C#CC)C)CCC(=C)C[C@@]([C@H]([C@@](C#CO)(CF)CC)N)(N=C)N
2	FCC/C(=C\C(=C(\N=C)/C)\C)/C
3	C=CC[C@@](OC(=C)C)(CC#N)C
4	S=C[C@H]([C@]([C@](C(=C)N([C@@H](NN)C)N[C@@H]([C@@H](CC)C)CC#N)(OC)C)(OCC/C(=N/*)/C)N=C)/C=N/OC
5	CCC(C[C@@H](/C=C/N)C)(N)N
6	N[C@]1(P)SNOC1CSNO
7	CCO[C@](C[C@@](C[C@](OC(=C)C)(C#CO)C)(F)N)(CN)P
8	C[C@H](/C=C/N)CC=C(CC)C
