FILENUM	Canonical_SMILES
9	/[PH0@@](=C/(/[CH3])([CH2](O)))(/[CH0@@](N)([CH3])(N))([CH2](/C(=N/(*))))(C)
10	CC[C@H]([C@H](C/C(=C(/N)\C)/CC)N=O)N(NN(O/C(=N/*)/CON(OC(=O)C)O/N=C/Br)ON)S
11	CCCOC(C#CC#C)(C)C
12	FC/C=C/[C@](/C(=C(\C(=O)OC)/C)/C)(/C(=C/C)/C)OC#CC
13	FOOC#COOC(=O)C
14	O=COC(O[C@]([C@@H](N([C@](C(=C)OOCC#C)(C#CC#CN)Cl)/C=C(\C=C\C)/CC)/C(=C/C)/C(=C(/[C@](C#N)(Cl)C)\N)/N(CC)N)(N)C)(C)C
15	C#CO/C(=C(/CO)\CN)/C
16	N#C[C@H](N(N[C@](C(=P(N(CC)N)OC)OC)(N=O)C)C#C)C
17	C/C(=C/[C@H](Br)F)/C(=O)SC
18	CCO[C@@H]([C@@H](P=C)C)O[C@@H](C#C)OO
19	ON/C=C(\[C@](OCC(C)(C)C)(CC)F)/C
20	OC(=C)CCC(=O)O/C(=N/C#CCBr)/C#C
21	C[C@@H](CSC#C)N
22	O=CO/C(=C(/C(=C\C)/C(=O)C)\N(CC)N)/N
23	OC#C[C@H](/C(=C(/C=C/C#COC(=C=C)O[C@H](C(C)C)C)\C)/C(=C)ON)C#CC#N
24	CC#CC(=C)C#CC=O
25	CC#C/C(=C(\C#C)/CC)/Br
26	C[C@H](CN)CN(C#CC#CF)O
27	C[C@@](/C=N/C#C)(OOCC)CC
28	NNCC(=C)[C@H](N)C
29	C=O
30	CS[C@@H]([C@@]([C@@](C(=C)C)(Br)C)(C#N)O)C#CC
31	CC#C/C(=C\N(C)C)/C(=O)COC(C)C
32	CCOC(=O)[C@@](C(=O)C(=C)O)(N(C=C)C)N=O
33	CC(OC#CO)C
34	N#COC#CC(=O)N=O
35	CC[C@@H](C(=C)/C(=C/CC#C[C@](C(=C)C#C)([C@@H](OC)C)C(=O)CC)/C)C
36	O=COC(O[C@@](NN([C@@H](C#N)C)C#C)(O/C(=C/C)/NO)C)(C)C
37	O=CCC(OOO[C@](C(=C)C)(OC)C)(C)C
38	C/C=N\[C@](/C=C(/[C@](N(N(C/C(=C/C)/CC(=C)C#C)C)C)(C#C)N=C)\N)(C#C)C
39	C=CN([C@](C(=O)C(=O)N=O)(C(=C)C)CC)C
40	OOOC(C#N)(C)C
1	*/N=N/[C@@](C(=C)C=C)(C(=C)C)C#CC(=O)C(=O)[C@](C(CN)(C)C)(OC#N)C
2	COOC(=O)/C(=N/C(=C)CCI)/C#CC(=O)C#C
3	CC#CC#CC#CO
4	C/C=N/ON=C
5	COOC(=O)/C(=N/C(=C)CCI)/C#C[C@@H](/C(=N\N)/OC)Cl
6	CCC#CC/C(=C\O)/F
7	ONOO[C@@](C(=C(C)C)N)(C=C)C
8	CC(=O)C(C)C
9	/[PH0@@](=C/(/C(=C/)([CH1@@]([CH3])(N)))([CH2](O)))(/[CH0@@](N)([CH3])(N))([CH2](/C(=N/(*))))(C)
10	CC[C@H]([C@H](C/C(=C(/N)\C)/CC)N=O)N(NN(O/C(=N/*)/CON(O/N=C/Br)C)ON)S
11	CCCOC(C#CC#C)(C)C
12	FC/C=C/[C@@](/C(=C(\C(=O)OC)/C)/C)(OC#CC)OC
13	FOOC#CC#N
14	O=COC(O[C@]([C@@H](N([C@](C(=C)OOCC#C)(C#CC#CN)Cl)/C=C(\C=N\C#C)/CC)/C(=C/C)/C(=C(/[C@](C#N)(Cl)C)\N)/N(CC)N)(N)C)(C)C
15	C/C(=C\CC#C)/C(=C)[C@H](CC)C
16	N#C[C@H](N(N[C@](C(=P(/C(=C/C)/C)N(CC)N)OC)(N=O)C)C#C)C
17	CSC(=O)/C(=C\[C@H](Br)F)/OC(=O)C
18	C=P[C@H]([C@@H](O[C@@H](C#C)OO)OCC(=C)O)C
19	N#C/C=C(\[C@](OCC(C)(C)C)(CC)F)/C
20	CCCC(=O)O/C(=N/C#CCBr)/C#C
21	OC#C[C@H](/C(=C(/C=C/C#COSC[C@@H](N)C)\C)/C(=C)ON)C#CC#N
22	O=CO/C(=C(/C(=C\C)/C(=O)C)\N(CC)N)/N
23	OC#C[C@H](/C(=C(/C=C/C#COC(=C=C)O[C@H](C(C)C)C)\C)/C(=C)ON)C#CC#N
24	CC#CC(=C)C#CC=O
25	CC#C/C(=C(\C#C)/CC)/Br
26	C[C@H](CN)CN(C#CC#CF)O
27	CCOO[C@@](/C=C/C)(CC)C
28	CCNN
29	C=O
30	CS[C@@H]([C@@]([C@@](C(=C)C)(Br)C)(C#N)O)C#CC
31	CC#C/C(=C\N(C)C)/C(=O)COC(C)C
32	CCOC(=O)[C@@](C(=O)C(=C)O)(N(C=C)C)N=O
33	ClCC#COC(C)C
34	O=NC(=O)C#COOOC(=O)C
35	CO[C@H]([C@](C(=C)C#C)(C(=O)CC)C#CO/C(=C(/CO)\CN)/C)C
36	O=COC(O[C@@](NN([C@@H](C#N)C)C#C)(O/C(=C/C)/NO)C)(C)C
37	O=CC[C@](OOO[C@](C(=C)C)(O)C)(C#C)C
38	C/C=N\[C@](/C=C(/[C@](N(N(C/C(=C/C)/CC(=C)C#C)C)C)(C#C)N=C)\C)(C#C)C
39	C=CN([C@](C(=O)C(=O)N=O)(C(=C)C)CC)C
40	OOOC(C#N)(C)C
1	*/N=N/[C@@](C(=C)C=C)(C(=C)C)C#CC(=O)C(=O)[C@](C(CN)(C)C)(OC#N)C
2	COOC(=O)/C(=N/C(=C)CCI)/C#CC(=O)C#C
3	CC#CC#CC#CO
4	*/N=C/CO/N=C/C
5	CO/C(=N/N)/[C@@H](Cl)C
6	O/C=C(\OC(C)C)/F
7	ONOO[C@@](C(=C(C)C)N)(C=C)C
8	CC(=O)C(C)C
9	OCC(=[P@@](C(N)(N)C)(N=C)C)C(=C)[C@H](N)C
10	NON(NN([C@@H]([C@H](C/C(=C(/N)\C)/CC)N=O)CC)S)O/C(=N/*)/CON(OC#COOOC(=O)C)C
11	CCCOC(C#CC#C)(C)C
12	FC/C=C/[C@@](/C(=C(\C(=O)OC)/C)/C)(OC#CC)OC
13	OC(=C)COC#COOF
14	O=COC(O[C@]([C@@H](N([C@](C(=C)OOCC#C)(C#CC#CN)Cl)/C=C(\C=N\C#C)/CC)/C(=C/C)/C(=C(/[C@](C#N)(Cl)C)\N)/N(CC)N)(N)C)(C)C
15	C/C(=C\CC#C)/C(=C)[C@H](CC)F
16	N#C[C@H](N(N[C@](C(=P(/C(=C/C)/C)N(CC)N)OC)(N=O)C)C#C)C
17	CSC(=O)/C(=C\[C@H](Br)C)/OC(=O)C
18	OO[C@@H](O[C@H]([C@@H](P=C)C)C#N)C#C
19	N#C/C=C(\[C@](OCC(C)(C)C)(CC)F)/C
20	BrCC#C/N=C(/OC(=O)CC)\C#C
21	C[C@@H](CSOC#C/C=C/C#C)N
22	CCN(/C(=C(\OO)/N)/C(=C\C)/C(=O)C)N
23	OC#C[C@H](/C(=C(/C=C/C#COC(=C=C)O[C@H](C(C)C)C)\C)/C(=C)C#C/C(=N\C(=C)CCI)/C(=O)OOC)C#CC#N
24	C/C=C/[C@](C#CC)(CC)C
25	CC#C/C(=C(\C#C)/CC)/Br
26	C[C@H](CN)CN(C#CC#CF)O
27	CCOOC(=C)C#CC=O
28	CCC#CC(=O)C(=O)[C@](C(CN)(C)C)(OC#N)C
29	CC=O
30	CS[C@@H]([C@@]([C@@](C(=C)C)(Br)C)(C#N)O)C#CC
31	CC[C@H](OCC(=O)/C(=C/N(C)C)/C#CC)C
32	CCOC(=O)[C@](C(=O)C(=C)O)(N(C=C)C)N=O
33	CCC#CCC#CCCl
34	Br/C=N/C(=O)N=O
35	ICCC(=C)/N=C(/C(=O)OOC)\C#C/C(=C(\CO)/CN)/OC#C[C@@](C(=C)C#C)(C(=O)CC)[C@@H](OC)C
36	OC#C[C@H](/C(=C(/N([C@@H](C#N)C)N[C@](OC(OC=O)(C)C)(O/C(=C/C)/NO)C)\C)/C(=C)ON)C#CC#N
37	CSOO[C@](C(=C)C)(O)C
38	C/C=N\[C@](/C=C(/[C@@](N(N(C/C(=C/C)/CC(=C)C#C)C)C)(C#C)N=C)\C)(C#C)C
39	C=CN([C@](C(=O)C(=O)N=O)(C(=C)C)CC)C
40	O=COOC(C#N)(C)C
1	*/N=N/[C@@](C(=C)C=C)(C(=C)C)C#CC(=O)C(=O)[C@](C(CN)(C)C)(OC#N)C#C
2	Br/C=N/C#CC(=O)C#C
3	O=CC#CC#CC#CC
4	CO/N=C/C
5	CO/C(=N/N)/[C@@H](Cl)C
6	O/C=C(\OC(=O)C(=O)N=O)/F
7	C=C[C@](C(=C(C)C)N)(OONC#C)C
8	CC(=O)C(C)C
9	N#CO[C@@](C(CN)(C)C)([C@@H](C(=C)C(=[P@@](C(N)(N)C)(N=C)C)CO)C)C
10	OC[C@H]([C@H](C/C(=C(/N)\C)/CC)N=O)N(NN(ON)C)S
11	CCCOC(C#CC#C)(C)C
12	FC/C=C/[C@@](/C(=C(\C(=O)OC)/C)/C)(OC#CC)OC
13	FOOC#C/C(=C(/CO)\CN)/C#C/C(=N\C(=C)CCI)/C(=O)OOC
14	O=COC(O[C@]([C@@H](N([C@](C(=C)OOCC#C)(C#CC#CN)Cl)/C=C(\C=N\C#C)/CC)/C(=C/C)/C(=C(/[C@](C#N)(Cl)C)\N)/N(CC)N)(N)C)(C)C
15	C#C/C=C(/C(=C)[C@H](/C(=C/N(C)C)/C#CC)F)\C
16	N#C[C@H](N(N[C@](C(=P(N(CC)N)C)OC)(N=O)C)C#C)C
17	C/C=C(/SC(=O)/C(=C\[C@H](Br)C)/OC(=O)C)\C
18	OO[C@@H](O[C@H]([C@@H](P=C)C)C#N)C
19	C/C=C(\[C@](OCC(C)(C)C)(CC)F)/C
20	CCC(=O)O/C(=N/C)/C#C
21	C[C@@H](CSOC#C/C=C/O)N
22	CCN(/C(=C(\C#CC#C)/N)/C(=C\C)/C(=O)C)N
23	OC#C[C@H](/C(=C(/C=C/C#COC(=C=C)O[C@H](C(C)C)C#CCBr)\C)/C(=C)C#C/C(=N\C(=C)CCI)/C(=O)OOC)C#CC#N
24	C/C=C/[C@](C#CC)(CC)C
25	*/N=C(/OC#C/C(=C(\C#C)/CC)/Br)\CON(OC#COOOC(=O)C)C
26	C[C@H](CN)CN(C#CC(=C)C)O
27	CCOOC(=C)C#CO
28	CCC#CC(=O)C(=O)N
29	CC=O
30	*/N=C/CS[C@@H]([C@@]([C@@](C(=C)C)(Br)C)(C#N)O)C#CC
31	CCC(=O)CO[C@@H](CC)C
32	CCOC(=O)[C@](C(=O)C(=C)O)(N(C=C)C)N=O
33	CCC#CCC#CCCl
34	ICCC(=C)/N=C(\C(=O)N=O)/C(=O)OOC
35	CO[C@H]([C@](C(=C)C#C)(C(=O)CC)C#COOCC(=C)O)C
36	OC#C[C@H](/C(=C(/N([C@@H](C#N)C)N[C@](OC(OC=O)(C)C)(O/C(=C/C)/NO)C)\C)/C(=C)ON)C#CC#N
37	C[C@](C#CF)(OOSC)O
38	C/C=N\[C@](/C=C(/[C@@](N(N(C/C(=C/C)/CC(=C)C#C)C)C)(C#C)N=C)\C)(C#C)C
39	C=CN([C@@](C(=C)C)(C(C)C)CC)C
40	O=COOC(C#N)(C#N)C
1	*/N=N/[C@@](C(=C)C=C)(C(=C)C)C#CC(=O)C(=O)[C@](C(CC)(C)C)(OC#N)C#C
2	Br/C=N/C#CC(=O)C#C
3	CC#CC#CC#CC(=O)C(=O)N=O
4	CO/N=C/C
5	OC#C[C@H](/C(=C(/C=C/[C@@H](/C(=N\N)/CC)Cl)\C)/C(=C)C#C/C(=N\C(=C)CCI)/C(=O)OOC)C#CC#N
6	O=CO/C(=C\O)/F
7	C=C[C@](C(=C(C)C)N)(OONC#C)C
8	C[C@H](CO)CC(=O)C
9	N#CO[C@@H](C(CN)(C)C)[C@@H](C(=C)C(=[P@@](C(N)(N)C)(N=C)C)CO)C
10	ICCC(=C)C[C@H]([C@H](C/C(=C(/N)\C)/CC)N=O)N(NN(ON)C)S
11	CCOC(C#CC#C)(C)C
12	CC#CO[C@@](/C(=C(/C(=O)OC)\C)/C)(OC)C
13	FOOC#C/C(=C(/CO)\CN)/C#C/C(=N\C(=C)CCI)/C(=O)OOC
14	O=COC(O[C@]([C@@H](N([C@](C(=C)OOCC#C)(C#CC#CN)Cl)/C=C(\C=N\C#C)/CC)/C(=C/C)/C(=C(/[C@](C#N)(Cl)C)\N)/N(CC)N)(N)C)(C)C
15	C#C/C=C(/C(=C)[C@H](/C(=C/N(O)C)/C#CC)F)\C
16	N#C[C@H](N(N[C@](C(=P(N(CC)N)C)OC)(N=O)C)C#C)C
17	CC(=O)O/C(=C/[C@@H](/C=C/CF)Br)/C(=O)S/C(=C/C)/C
18	OO[C@@H](O[C@H]([C@@H](P=C)C)C#N)C
19	C/C=C(\[C@](OCC(C)(C)C)(CC)F)/C
20	CC/N=C(/OC(=O)CC)\C#C
21	C[C@@H](CSOC#C/C=C/O)N
22	CCN(/C(=C(\C#CC#C)/N)/C(=C\[C@](C(=C)C#C)(C(=O)CC)C#COOCC(=C)O)/C(=O)C)N
23	CC#COC(=C=C)O[C@H](C(C)C)C#CCBr
24	C[C@](C#CC)(/C=C/N)CC
25	*/N=C(/OC#C/C(=C(\C#C)/CC)/Br)\CON(OC#COOOC(=O)C)C
26	CC(N(C#CC(=C)C)O)C
27	CCOOC(=O)C#CO
28	CCC#CC(=O)C(=O)N
29	CC=C
30	CC#C[C@H]([C@@]([C@@](C(=C)C)(Br)C)(C#N)O)S[C@](OCC(C)(C)C)(CC)F
31	CCC#C[C@H](OCC(=O)CC)C
32	COOC(=O)/C(=N/C(=C)CCI)/C#C/C(=C(\CO)/CN)/C#CON([C@@](C(=O)C(=C)O)(C(=O)OCC)N=O)C=C
33	CCCC#CCCl
34	ICCC(=C)/N=C(\C(=O)N=O)/C(=O)OOC
35	COC(C)C
36	OC#C[C@H](/C(=C(/N([C@@H](C#N)C)N[C@](OC(OC=O)(C)C)(O/C(=C/C)/NO)C)\C)/C(=C)ON)C#CC#N
37	CSOOC(C#CF)(C)C
38	C/C=N\[C@](/C=C(/[C@@](N(N(C/C(=C/C)/C(=C)C#C)C)C)(C#C)N=C)\C)(C#C)C
39	C=CN([C@@](C(=C)C)(C(C)C)CC)C#C
40	O=COOC(C#N)(C#N)C
1	*/N=N/[C@@](C(=C)C=C)(C(=C)C)C#CC(=O)C(=O)[C@](C(CC)(C)C)(OC#N)C#C
2	Br/C=N/C#CC(=O)C#C
3	CC#CC#CC#COC#COOOC(=O)C
4	CO/N=C/C
5	OC#C[C@H](/C(=C(/C=C/[C@@H](/C(=N\N)/CC)Cl)\C)/C(=C)C#C/C(=N\C(=C)CCI)/N)C#CC#N
6	C/C(=C\O)/F
7	Br/C=C/[C@](C(=C(C)C)N)(OONC#C)C
8	C[C@H](CO)CC(=O)C
9	N#CO[C@@H](C(CN)(C)C)[C@@H](C(=C)C(=[P@@](C(N)(N)C)(N=C)C)CO)C
10	CN=O
11	CCOC(C#CC#C)(C)C
12	CC#CO[C@@](/C(=C(/C(=O)OC)\C)/C)(OC)C
13	ICCC(=C)/N=C(/C(=O)OOC)\C#C/C(=C(\CO)/CN)/C#COOC#N
14	O=COC(O[C@]([C@@H](N([C@](C(=C)OOCC#C)(C#CC#CN)Cl)/C=C(\C=N\C#C)/CC)/C(=C/C)/C(=C(/[C@](C#N)(Cl)C)\C(=O)OOC)/N(CC)N)(N)C)(C)C
15	C#C/C=C(/C(=C)[C@H](/C(=C/N(O)C)/C#CC)F)\C
16	N#C[C@H](N(N[C@](C(=P(N(CC)N)C)OC)(N=O)C)C#C)C
17	C/C(=C\C)/SC(=O)/C(=C\[C@@H](/C=C/CF)Br)/OC(=O)CN
18	OO[C@@H](O[C@H]([C@@H](P=C)C)C#N)C
19	C/C=C(\[C@](OCC(C)(C)C)(CC)F)/C
20	CC/N=C(/OC(=O)[C@H](C(C)C)C#CCBr)\C#C
21	C[C@@H](CSOC#C/C=C/O)N
