FILENUM	Canonical_SMILES
40	CCOCN([C@](O[C@@H](C#C)OF)(C#C[C@](OCC)(CC)F)C)OC#N
1	C=C[C@H]([C@H]([C@H]([C@]([C@]([C@@H](C=O)NO)([C@@H](CC)C)I)([C@H](I)C)C#N)C)C)C
2	C/C=C/C#C[C@]([C@](N=C)(CO)C)(/C(=C\C)/N(CBr)O)[C@H](C=C)ON
3	CCC[C@](N(N([C@](N=O)(CC)C)[C@@H]([C@@H](C=C)C)C)O[C@@H](/C(=N/*)/C=C)O)(OC)Br
4	CCC[C@](N1O[C@H](O)/C(=N/*)/C(=C)CC[C@@](N1OOC(=C)CC)(C)N=O)(OC)Br
5	NOC[C@@H](/C(=C(\[C@]([C@@](C(=O)N)(N)C)(C(C=C)(C)C)ON=O)/N)/CC)C
6	C#COOO[C@]([C@@](C(=O)O)(C(C)C)CC)([C@H](NO)CC)N=O
7	C/C=N/[C@H](/C(=C(/C(=C/[PH2](C(=C)C)C#CC)/C#CC)\C#CN=O)/N=O)C#C
8	CCCC[C@@](/C(=N/*)/O/C(=C/C)/C#N)(C#CC=C)C#CN
9	CCCC[C@](/C(=N/*)/O/C(=C/C)/C#N)(C#CC(=O)OC#C)C
10	ONCC[C@@](/C(=N/*)/C(=C)OC#C)(/C(=C/C#N)/C)OCN(OC#C)O
11	O=NO[C@]([C@@](C(=O)N)(N)C)(C(C=C)(C)C)/C(=C(\[C@H](CO[C@H](NO)CC)C)/CC)/N
12	CCCC[C@](/C(=N/*)/O[C@H](C=C)C)(C#CC(=O)OC#C)C#CC=C
13	O=CO[C@](O/C(=C(\CC#C)/C)/[C@@H]([C@@H](/C(=C/C)/C#N)C)C)(CC)N
14	O=CO[C@](O/C(=C(/CC#C)\C)/[C@@H]([C@@H]([C@H](C=C)C)C)C)(CN)N
15	C#CO[C@@]([C@](C(=O)O)(C(C)C)CC)(N=O)N
16	CC[C@H]([C@]([C@@](/C(=C(/C#CC)\C)/C(=O)C#C)([C@H](I)C)C#N)([C@@H](C=O)NO)I)C
17	C#COC(=O)C(=C)/C(=N\*)/C(=NC(=O)[C@](/C(=C/[C@H](C=O)C)/C)(OO)C)[C@H](C(=C)CC)C#C
18	NOC[C@@H](/C(=C(\[C@@]([C@@](C(=O)C)(N)C)(C(C=C)(C)C)ON=O)/N)/CC)C
19	C=C[C@H]([C@H]([C@H]([C@]([C@]([C@@H](C=O)NO)([C@@H](CC)C)I)([C@H](I)C)C#N)CC)C)C
20	CCC(=C)OO[C@H]([C@]([C@]([C@@H](C=O)NO)([C@@H](CC)C)I)([C@H](I)C)C#N)C
21	OCCC(=[P@H]([C@]([C@H](CONO)CO)(OC)CC)C)C
22	CCCC[C@](/C(=N/*)/O/C(=C/C)/C#N)(C#CC(=O)C(O)(C)C)C#CC=C
23	*/N=C(\C#C/C(=C(\O)/C)/O)/OOC#N
24	C=NO[C@@](N(/C(=C(/C#CO)\C)/C#CC=O)N=O)(OC#CC(=O)C#N)CC
25	OC[C@H](O[C@]([C@](C(O)(C)C)(C#CC)C)(N(CC)C)C(=C)C)O[C@@H](O)C
26	ON[C@H](/C(=C(\[C@](C=C)(F)N)/C(=C)OO)/[C@](C(=C)CN)(CC(=O)C)O)C
27	C/C=N/[C@H](/C(=C(/C(=C/[PH2](C#CC)C=C)/C#CC)\C#CN=O)/N=O)C#C
28	C=NO[C@@](N(/C(=C(/C#CO)\C)/C)N=O)(OC#CC(=O)C#N)CC
29	C=CC#C[C@@](N(N([C@@](CCC)(OC)Br)O[C@@H](/C(=N/*)/C=C)O)OOC(=C)CC)(N=O)CC
30	C#CO[C@@]([C@]([C@@](C=C)(OC)CC)(C(=O)C)C#N)(C(=O)C(=C)CC)C#C
31	CCC#C/C(=C(/[C@]([C@]([C@@H](C=O)NO)([C@@H](CC)C)I)([C@H](I)C)C#N)\C(=O)C#C)/C
32	NOC[C@@H](/C(=C(\[C@@]([C@@](C(=O)N)(N)C)(C(C=C)(C)C)ON=O)/O[C@H](C#C)C)/CC)C#CBr
33	O=C[C@@H](/C=C(/C(C(=O)N=C([C@H](C(=C)CC)C#C)/C(=N/*)/C(=C)N)(C)C)\C)C
34	C/C(=C\[C@H](C=O)C)/[C@@](C(=O)C(=C)C)(OO)C
35	CC#C[C@]([C@@](N(CC)C)(N=C([C@H](C(=C)CC)C#C)/C(=N/*)/C(=C)N)O[C@H](O[C@@H](O)C)CO)(C(O)(C)C)C
36	O=CO[C@](O/C(=C(/CC#C)\C)/[C@@H]([C@@H]([C@H](C=C)C)C)C)(CC)N
37	CCC(=C)C(=O)[C@@]([C@]([C@@](C=C)(OC)CC)(C(=O)C)C#N)(C#C)O
38	C#CO[C@@]([C@@](N(CC)C)(C(=C)C)O[C@H](O[C@@H](O)C)CO)(C#CC)C
39	CCOCN([C@](O[C@@H](C#CN)OF)(C#C[C@](OCC)(CC)F)C)OC#N
40	C#CO/C(=C(\C(=C(/C#C/N=C(\OC(=O)Cl)/C)\NC)\CO)/N)/C
1	CN(CBr)O
2	O=CO[C@](O/C(=C(/CC#C)\C)/[C@@H]([C@@H]([C@H](C=C)C)C)C)(CN)N
3	CCC[C@](N(N([C@](N=O)(CC)C)[C@@H]([C@@H](C=C)C)C)O[C@@H](/C(=N/*)/C=C)O)(OC)Br
4	C=C[C@H](C[C@H]([C@]([C@]([C@@H](C=O)NO)([C@@H](CC)C)I)([C@H](I)C)C#N)CC)C
5	NOC[C@@H](/C(=C(\[C@@]([C@@](C(=O)CN)(N)C)(C(C=C)(C)C)ON=O)/O[C@H](C#C)C)/CC)C#CBr
6	C#COOO[C@]([C@@](C(=O)O)(C(C)C)CC)([C@H](NO)CC)N=O
7	OCCC(=[P@H]([C@]([C@H](CONO)CO)(OC)CC)C)C
8	CC[C@H](/C(=N\C(=O)C(/C(=C/[C@H](C=O)C)/C)(C)C)/[C@H](C(=C)CC)C#C)C
9	CC#CN=O
10	CCOCN([C@](/C(=N/*)/O/C(=C/C)/C#N)(C#CC(=O)OC#C)C)OC#N
11	C#CO[C@@]([C@]([C@@](C=C)(OC)CC)(C(=O)C)C#N)(C(=O)C(=C)CC)C#C
12	O=CO[C@](O/C(=C(\CC#C)/C)/[C@@H]([C@@H](C(=O)C#N)C)C)(CC)N
13	O=NO[C@@]([C@@](C(=O)N)(N)C)(C(C=C)(C)C)/C(=C(\OC)/CC)/N
14	CCCCN([C@]([C@](C(O)(C)C)(C#CC)C)(N=C([C@H](C(=C)CC)C#C)/C(=N/*)/C(=C)N)O[C@H](O[C@@H](O)C)CO)C
15	CCCC[C@](/C(=N/*)/O[C@H](C=C)C)(C#CC(=O)OC#C)C#CO[C@@H](/C(=N/*)/C=C)O
16	C=C[C@H]([C@H](N([C@](N=O)(CC)C)C)C)C
17	C#COC(=O)C(=C)/C(=N\*)/C(=NC(=O)[C@](/C(=C/[C@H](C=O)C)/C)(OO)C)[C@H](C(=C)CC)C#C
18	ON[C@H](/C(=C(\[C@](C=C)(F)N)/C(=C)OO)/[C@](C(=C)N)(CC(=O)C)O)C
19	C#C[C@@H](/C(=C(/C(=C/[PH2](C(=C)C)C#CC)/C#CC)\C#CN=O)/N=O)C#N
20	C/C=C/[C@@H](/C=C(/C(C(=O)N=C([C@H](C(=C)CC)C#C)/C(=N/*)/C(=C)N)(C)C)\C)C
21	CCC[C@](N(N([C@](N=O)(CC)C)[C@@H](C(C=C)C=C)C)O[C@@H](/C(=N/*)/C=C)O)(OC)Br
22	CCC[C@](N(N([C@](N=O)(CC)C)[C@@H]([C@@H](C=C)C)C)C=C)(OC)Br
23	O=CO[C@](O/C(=C(/CC#C)\C)/[C@@H]([C@@H]([C@H](C=C)C)C)C)(CC)N
24	C/C=N/OO/C(=N/*)/C#C/C(=C(\O)/C)/O
25	NOC[C@@H](C[C@@H](/C(=C(\[C@]([C@@](C(=O)N)(N)C)(C(C=C)(C)C)ON=O)/N)/CC)C)C
26	O=NO[C@@]([C@@](C(=O)N)(N)C)(C(C=C)(C)C)/C(=C(\ON)/CC)/N
27	C#COOOC(=O)[C@@]([C@](OC#C)(N=O)N)(C(C)C)CC
28	CC#C[C@]([C@@](N(CC)C)(N=C([C@H](C(=C)CC)C#C)/C(=N/*)/C(=C)N)O[C@H](O[C@@H](O)C)CO)(C(O)(C)C)C
29	CCC[C@](N([C@@]([C@@]([C@@](C(=O)N)(N)C)(/C(=C(\[C@H](CON)C)/CC)/N)ON=O)(C=C)C)O[C@@H](/C(=N/*)/C=C)O)(OC)Br
30	C=CC#C[C@@](/C(=N/*)/O/C(=C/C)/C#N)(C#CN)CC
31	CCCC[C@](O[C@@H](C#CN)OF)(C#C[C@](OCC)(CC)F)C
32	C=CC#C[C@@](N(N([C@@](CCC)(OC)Br)O[C@@H](/C(=N/C)/C=C)O)OOC(=C)CC)(N=O)CC
33	C#CO[C@@]([C@@](N(CC)C)(C(=C)C)O[C@H](O[C@@H](O)C)CO)(C#CC)C
34	NOC[C@@H](/C(=C(\[C@]([C@@](C(=O)N)(N)C)(C(C=C)(C)C)ON=O)/N)/CC)C
35	NOC[C@@H]([C@@]([C@@]([C@@](C(=O)C(=C)CC)(OC#C)C#C)(C(=O)C)C#N)(C=C)CC)C
36	O=CO[C@](O/C(=C(/CC#C)\C)/[C@@H]([C@@H]([C@H](C=C)C)C)C)(CC)N
37	O=NO[C@]([C@@](C(=O)N)(N)C)(C(C)(C)C)/C(=C(\[C@H](CO[C@H](NO)CC)C)/CC)/N
38	ON[C@@H]([C@@]([C@@](/C(=C(/C#CC)\C)/C(=O)C#C)([C@H](I)C)C#N)(/C(=N/*)/C(=C)N)I)C=O
39	NOC[C@@H](/C(=C(\[C@@]([C@@](C(=O)N)(N)C)(C(C=C)(C)C)ON=O)/O[C@H](C#C)C)/CC)C#CBr
40	C#CO/C(=C(\C(=C(/C#C/N=C(\OC(=O)Cl)/C)\NC)\CO)/N)/C
1	O=CO[C@](O/C(=C(/CC#C)\C)/[C@@H]([C@@H]([C@H](C=C)C)C)N)(CN)N
2	C/C=C/[C@@H](/C=C(/C(C(=O)N=C([C@H](C(=C)CCC)C#C)/C(=N/*)/C(=C)N)(C)C)\C)C
3	CCCC[C@](/C(=N/[C@@H](CC)C)/O[C@H](C=C)C)(C#CC(=O)OC#C)C#CO[C@@H](/C(=N/*)/C=C)O
4	C=C[C@H]([C@H](N([C@](N=O)(CC)C)N([C@](OC)(CC)Br)O[C@@H](/C(=N/*)/C=C)O)C)C
5	OOC(=C)/C(=C(\[C@](C(=C)N)(CC(=O)C)O)/C)/[C@](C=C)(F)N
6	O=CO[C@](O/C(=C(/CC#C)\C)/[C@@H]([C@@H]([C@H](C=C)O)C)C)(CC)N
7	CCC/C(=C(/[C@](C=C)(F)N)\C(=C)OO)/[C@@H](NO)C
8	CC[C@H](/C(=N\C(=O)C(/C(=C/[C@H](C=O)C)/C)(C)C)/[C@H](C(=C)CC)C#C)C
9	CC#CN=O
10	C#COC(=O)C#C[C@H]([C@]([C@@]([C@@H](C[C@@H](C=C)C)CC)([C@H](I)C)C#N)([C@@H](C=O)NO)I)C
11	C#CO[C@@]([C@]([C@@](C=C)(OC)CC)(C(=O)C)C#N)(C(=O)C(=C)CC)C#C
12	CCC[C@H]([C@@]([C@@](C(=O)O)(C(C)C)CC)(OOOC#C)N=O)NO
13	O=NO[C@@]([C@@](C(=O)N)(N)C)(C(C=C)(C)C)/C(=C(\OC)/CC)/N
14	NOC[C@@H](/C(=C\1/O[C@](C)(N=O)C(=N[C@]([C@@]1(ON=O)C(C=C)(C)C)(C)C(=O)N)C)/CC)C#CBr
15	C=CC#C[C@@](/C(=N/*)/O/C(=C/C)/C#N)(C#CN)CC
16	O=NO[C@](O/C(=C(/CC#C)\C)/[C@@H]([C@@H]([C@H](C=C)C)C)C)(CN)N
17	CCC[C@](N([C@@]([C@@]([C@@](C(=O)C)(N)C)(/C(=C(\[C@H](CON)C)/CC)/N)ON=O)(C=C)C)O[C@@H](/C(=N/*)/C=C)O)(OC)Br
18	C#CO/C(=C(\C(=C(/C#C/N=C(\OC(=O)Cl)/C)\NC)\CBr)/N)/C
19	CCC[C@](O[C@@H](C#CN)OF)(C#C[C@](OCC)(CC)F)C
20	CCO[C@@](C#C[C@](C[C@](C(=C)N)(CC(=O)C)O)(O[C@@H](C#CN)OF)C)(CC)F
21	CCC[C@](N(N([C@](N=O)(CC)C)[C@@H](C(C=C)C=C)C)O[C@@H](/C(=N/*)/C=C)O)(OC)Br
22	C=C[C@H]([C@H](N([C@](N=O)(CC)C)C)C)C
23	C=C[C@H]([C@H](N(C(N=O)(N=O)C)C)C)C
24	CCN[C@@H]([C@@]([C@@]([C@@H](C[C@@H](C=C)C)CC)([C@H](I)C)C#N)([C@@H](CC)C)I)C=O
25	C#COC(=O)C(=C)/C(=N\*)/C(=NC(=O)[C@](/C(=C/[C@H](C=O)C)/C)(OC)C)[C@H](C(=C)CC)C#C
26	OCCC(=[P@H]([C@@]([C@H](CONO)CO)(C[C@@H](NO)C)OC)C)C
27	C#COOO[C@]([C@@](C(=O)O)(C(C)C)CC)([C@H](NO)CC)CC
28	CCCC[C@@](/C(=N/*)/O[C@H](C=C)C)(C#CO[C@H](/C(=N/*)/C=C)O)CC
29	BrCN(C)C
30	O=NO[C@@]([C@@](C(=O)N)(N)C)(C(C)(C)C)/C(=C(\ON)/CC)/N
31	C=CC#C[C@](/C(=N/*)/O/C(=C/C)/C#N)(C[C@]([C@@](C#CC)(OC#C)C)(C(=C)C)O[C@H](O[C@@H](O)C)CO)C#CN
32	CCC(=C)[C@@H](C(=NC(=O)C(C(=C)C)(C)C)/C(=N/*)/C(=C)N)C#C
33	C#COC(C(=O)N=C([C@H](C(=C)CC)C#C)/C(=N/*)/C(=C)N)(C)C
34	C=C[C@H](C[C@H]([C@]([C@@H]([C@@H](C=O)NO)I)([C@H](I)C)C#N)CC)C
35	CCCCN([C@]([C@]([C@](C=C)(O)C)(C#CC)C)(N=C([C@H](C(=C)CC)C#C)/C(=N/*)/C(=C)N)O[C@H](O[C@@H](O)C)CO)C
36	CCCC[C@](O[C@@H](C#CN)OF)(C#C[C@](OCC)(CC)F)C
37	CCCC[C@](O[C@@H](C#CN)OF)(C#C[C@](OCC)(CC)F)O
38	ON[C@@H]([C@@]([C@@](/C(=C(/C#CC)\C)/C(=O)C#C)([C@H](I)C)C#N)(/C(=N/*)/C(=C)N)I)C=O
39	C/C=C/[C@@H](/C=C(/[C@@]([C@]([C@@](C=C)(OC)CC)(C(=O)C)C#N)(C(=O)C(=C)CC)C#C)\C)C
40	C/C=N/OO/C(=N/*)/C#C/C(=C(\O)/C)/O
1	O=CO[C@](O/C(=C(/CC#C)\C)/[C@@H]([C@@H]([C@H](C=C)C)C)N)(CN)N
2	C=C[C@H]([C@H](N([C@](N=O)(CC)C)N([C@](OC)(CC)Br)O[C@H](O)C)C)C
3	CCCC[C@@](/C(=N/*)/O[C@H](C=C)C)(C#CO[C@H](/C(=N/*)/C=C)O)CC
4	C/C=C/[C@@H](/C=C(/[C@@]([C@]([C@@](C=C)(OC)CC)(C(=O)C)C#N)(C(=O)C(=C)CC)C#C)\N)C
5	C=C[C@H]([C@H](N([C@](N=O)(CC)C)/C(=N/*)/C=C)C)C
6	C=C[C@H]([C@H](N([C@](N=O)(CC)C)N([C@](OC)(CC)Br)O[C@@H](/C(=N/*)/C=C)O)C)C
7	O=NO[C@@H]([C@@](C(=O)N)(N)C)/C(=C(\OC)/CC)/N
8	O=NO[C@@]([C@@](C(=O)C)(N)C)(C(C=C)(C)C)/C(=C(\OC)/CC)/N
9	CCC([C@]([C@@H]([C@@H](C=O)NO)I)([C@H](I)C)C#N)CC
10	C#COC(=O)C#C[C@H]([C@]([C@@]([C@@H](C[C@@H](C=C)C)CC)([C@H](I)C)C#N)([C@@H](C=O)NO)I)C
11	O=NO/C(=C(/CC#C)\C)/[C@@H]([C@@H]([C@H](C=C)O)C)C
12	CCCC(O[C@@H](C#CN)OF)(C)C
13	CCC[C@](N(N([C@](C#C[C@](OCC)(CC)F)(N=O)CC)[C@@H](C(C=C)C=C)C)O[C@@H](/C(=N/*)/C=C)O)(OC)Br
14	C=CC#C[C@@](/C(=N/C(C=C)(C)C)/O/C(=C/C)/C#N)(C#CN)CC
15	CCC/C(=C(/[C@](C=C)(F)N)\C(=C)OO)/[C@@H](NO)C
16	CCCC(=C([C@](C=C)(F)N)C(=C)OO)N=C1/C(=N/*)/C(=C)N[C@]1(C#C)C(=C)CC
17	CCC[C@](N([C@@]([C@@]([C@@](C(=O)C)(N)C)(/C(=C(\[C@H](CON)C)/CC)/N)ON=O)(C=C)C)O[C@@H](/C(=N/*)/C=C)O)(OC)Br
18	BrCN(C)C
19	CCC[C@](O[C@@H](C#CN)OF)(C#C[C@](OCC)(CC)F)C
20	C#COC(C(=O)N=C([C@H](C(=C)CC)C#C)/C(=N/*)/C(=C)N)(C)C
21	C=C[C@H]([C@H](N([C@](N=O)(CC)C)N([C@@](OC)(Br)C)O[C@@H](/C(=N/*)/C=C)O)C)C
22	C=CC#C[C@](/C(=N/*)/O/C(=C/C)/C#N)(C[C@]([C@@](C#CC)(OC#C)C)(C(=C)C)O[C@H](O[C@@H](O)C)CO)C#C[C@@H](CC)C
23	CCCC[C@@](N(CBr)C)(C#CO[C@H](/C(=N/*)/C=C)O)CC
24	C=C[C@H]([C@H](N(C(N=O)(N=O)C)O)C)C
25	C#C[C@@H](C(=C)CC)/C(=N/C(=O)C(/C(=C/[C@H](C=O)C)/C)(C)C)/N
26	C#COOO[C@]([C@@](C(=O)O)(C(C)C)CC)([C@H](NO)CC)CC
27	C#COOO[C@]([C@@](C(=O)O)(C(C)C)CC)([C@H](NO)CC)CC
28	O=CO[C@]([C@@](N([C@@H]([C@@H](C=C)C)C)C)(CC)C)(CC)N
29	C#COC(=O)C(=C)/C(=N\*)/C(=NC(=O)[C@](/C(=C/[C@H](C=O)C)/C)(ON)C)[C@H](C(=C)CC)C#C
30	O=CO[C@](C(=NC(=O)C(/C(=C/[C@H](/C=C/C)C)/C)(C)C)/C(=N/*)/C(=C)N)(CN)N
31	CCC[C@](N([C@@]([C@@]([C@@](C(=O)C)(N)C)(/C(=C(/[C@H](CON)C)\CC)/N)ON=O)(C=O)C)O[C@@H](/C(=N/*)/C=C)O)(OC)Br
32	NOC[C@@H](/C(=C\1/O[C@](C)(N=O)C(=N[C@]([C@@]1(ON=O)[C@@]([C@@H](C=C)C)(C=C)C)(C)C(=O)N)C)/CC)C#CBr
33	C/C=N/OO/C(=N/*)/C#C/C(=C(\O)/C)/C
34	O=NO[C@@]([C@@](C(=O)N)(N)C)(C(C)(C)C)/C(=C(\ON)/CC)/C
35	CCC[C@](N(N([C@](N=O)(CC)C)[C@@H](C(C=C)C=C)C)O[C@@H](/C(=N/*)/C=C)O)(OO/C(=C/C)/C#N)Br
36	C=NO[C@@]([C@@](C(=O)N)(N)C)(C(C)(C)C)/C(=C(\ON)/CC)/N
37	C=C[C@@H](O/C(=N\*)/C)C
38	C=CC#C[C@](/C(=N/*)/C)(C[C@@]([C@@](C#CC)(OC#C)C)(C(=C)C)O[C@H](O[C@@H](O)C)CO)C#CN
39	CCCC[C@](O[C@@H](C#CN)OF)(C#C[C@](OCC)(CC)F)C
40	O=NO[C@@]([C@@](C(=O)N)(N)C)(C(C)(C)C)/C(=C(\ON)/CC)/N
1	O=NO[C@@]([C@@](C(=O)C)(N)C)(C(/C(=N/*)/C(=C)N)(C)C)/C(=C(\OC)/CC)/N
2	C=NO[C@@]([C@@](C(=O)N)(N)C)(C(C)(C)C)/C(=C(\[C@H](C=O)C)/CC)/N
3	CCCC[C@@](/C(=N/*)/O[C@H](C=C)C)(C#CO[C@H](/N=C/C)O)CC
4	*/N=C(\C#C/C(=C(\O)/C)/C)/OO/C(=N/*)/C=C
5	O=N[C@@H](O/C(=N\*)/C)C
6	C=C[C@H]([C@H](N([C@](N=O)(CC)C)N([C@](OC)(CC)Br)O[C@@H](/C(=N/*)/C=C)O)C)C
7	C/C=C/[C@@H](/C=C(/C(C(=O)N=C([C@@](OF)(CN)N)/C(=N/*)/C(=C)N)(C)C)\C)C
8	CCC[C@](N([C@@]([C@@]([C@@](C(=O)C)(N)C)(/C(=C(/[C@H](CON)C)\CC)/N)ON=O)(C=O)C)O[C@@H](/C(=N/*)/C=C)O)(OC)Br
9	C=NO[C@@]([C@@](C(=O)N)(N)C)(C(N)(C)C)/C(=C(\ON)/CC)/N
10	CCC[C@](O[C@@H](CC#C)OF)(C#C[C@](OCC)(CC)F)C
11	CCO[C@@]([C@H](N(C(N=O)(N=O)C)O)C)(CC)F
12	CCO[C@@](C#C[C@@](O[C@@H](C#CN)OF)(C=O)C)(CC)F
13	CCCO[C@](O/C(=C(\CC#C)/C)/[C@@H]([C@@H]([C@H](C=C)C)C)N)(CN)N
14	NC#C[C@H](O[C@](C(/C(=C/[C@H](C=O)C)/C)(C)C)(CCC)C)OF
15	O=CO[C@](O/C(=C(/CC#C)\C)/[C@@H]([C@@H]([C@H](C=C)C)C)N)(CN)N
16	O=CO[C@](O/C(=C(/C#CN)\C)/[C@@H]([C@@H]([C@H](C=C)C)C)N)(CN)N
17	O=CO[C@](O/C(=C(/CC#C)\C)/[C@@H]([C@@H]([C@@H](CC#C)C=C)C)N)(CN)N
18	C[C@@H](/C(=C(\CC#C)/C)/ON=O)[C@@H]([C@H](C(=C)OO)O)C
19	CCC(=C)[C@@H](/C(=N/C(=O)C(/C(=C/ON)/C)(C)C)/N)C#C
20	C#COC(C(=O)N=C([C@H](C(=C)CC)C#C)/C(=N/*)/C(=C)N)(C)C
21	*/N=C(/[C@H](ON([C@@](OC)(Br)C)N([C@](N=O)(CC)C)C(C)C)O)\C=C
22	CCCC[C@](O[C@@H](C#CN)OF)(C#C[C@](OCC)(CC)F)C
23	CCC[C@](N(N([C@](N=O)(CC)C)[C@@H](C(C=C)C=C)C)O[C@@H](/C(=N/*)/C=C)O)(OO/C(=C/C)/C#N)Br
24	CCO[C@@](C#C[C@]([C@@H](C[C@@H](C=C)C)CC)(O[C@@H](C#CN)OF)C)(CC)F
25	O=CO[C@](OC(=C(C)C)[C@@H]([C@@H]([C@H](C=C)C)C)N)(CN)N
26	CCC[C@](N([C@@]([C@@]([C@@](C(=O)C)(N)C)(/C(=C(/[C@H](CON)C)\CC)/N)ON=O)(C=O)C)O[C@@H](/C(=N/*)/C=C)O)(OC)Br
27	O=NO[C@@]([C@@](C(=O)N)(N)C)(C(C)(C)C)/C(=C(\ON)/CC)/C
28	C=C[C@H]([C@H](N(C(N=O)(N=O)C)O)C)C
29	C=CO[C@@]([C@@](C(=O)C)(N)C)(C(C=C)(C)C)/C(=C(\OC)/CC)/N
30	O=CO[C@](C(=NC(=O)C(/C(=C/[C@H](/C=C/C)C)/C)(C)C)/C(=N/*)/C(=C)N)(CN)N
31	CCCC[C@](O[C@@H](C#CN)OF)(C#C[C@@](OCC)(C=O)CC)C
