FILENUM	Canonical_SMILES
6	CCC[C@@H]([C@@](/C=C/C)(N)C)C/C(=C(/O)\C)/CCC
7	O=NCC(=C)[C@@H](C(=CI)/C(=C/C(=C)N)/C#CO)OC
8	C[C@H](C(=O)Br)OC#C
9	C#CC[C@@](C(=C)[C@@](N(C)C)(CC)N)(CC)I
10	CCO[C@H]([C@@](OC#CC#CC#CC(=C)OO[C@@H](C#C)N)(CC)C)C(O)(C)C
11	CC[C@](C(=O)C)(OC(=O)[C@@H](F)C)C
12	NCC#C[P@@H](=C)C
13	OCCC#CCC=C
14	C#COO[C@@H](C(=O)[C@H](C(=O)O)C)/C(=C/[PH4])/C
15	CNN([C@H]([C@H](C(OC)(C)C)N(C(C)(C)C)Cl)N)C
16	CC#CO
17	CON([C@@H]([C@@](C#CF)(OC)N)O)C
18	CO/C=N\N=C
19	COC#CN(C=C)SN=O
20	C=CC[C@H](CN(C(=[PH2]C(=O)C)C)CC(=O)C)CC#CF
21	NC(C#COC(=O)O)N
22	CC#C/C(=N\C)/C(=C(C)C)[C@@](C(C#C)(C)C)(Cl)N
23	C#C[C@@H](C#CO[C@](/C=C(/ON(N=C)CC)\C#C)(C=O)O)C
24	CCC#C[C@@]([C@@H](C#CC=C(C)C)O)(/C(=N/*)/C)C#CC#C
25	C/C(=C\C#CC#C)/O/C(=C/N)/C
26	NCOC#C
27	CCC#CP(=C)[C@@](C(=O)C#C)(C#CN)C
28	[PH3]=NCOC#CC#C[C@](CCC)(C=C)CC
29	C/C=C(/[C@](C=C)(OCO)N)\O
30	O=CCC(=S)N([C@H]([C@@](C(=O)C)(OC)CC)C(=O)C[C@H]([C@@](C#N)(CN)CC)CN)C
31	CCC[C@@]([C@@]([C@@](C(=O)[P@@H](=C)C)(N=O)CC)(/C(=C/C#C)/C#C/C=N/*)C)(ON)C
32	N#C/C=C(\O[C@]([C@@H](C(C#C)(C)C)C)(CC)C)/CN
33	O=NCC[C@@](C(=O)CC)(CC)C
34	*/N=N\C(=C\C)\C#C
35	CC/C(=N\*)/[C@@](NC)(CC)C
36	CC#C/N=N\[C@H](/N=C(\CP)/C)C#CC([C@@](C#CC)(Br)C)(C)C
37	NCOC(=C=C(ON)CO)C#C
38	COC/C(=C/C#COC#CC)/OO
39	NCN/C(=C/OOON(C=C)CC)/CC
40	CCO/C(=C(\N=O)/OC)/OC
1	CCO[C@@](C(=O)OC(=O)C)(C=S)CO
2	CC/N=C\O
3	CC#CC#CO/C(=C\C#CC)/[C@](CC)(O)N
4	C#CON(/C(=C(/CC)\C)/C#CCC)C
5	CCC#C[C@@](O[C@@](CCC)(NC)C)(O/C(=C/C)/C)C
6	CCC[C@@H]([C@@](/C=C/C)(N)C)C/C(=C(/O)\C)/CCC
7	O=NCC(=C)[C@@H](C(=CI)/C(=C/C(=C)N)/C#CO)OBr
8	COC#CC(=O)Br
9	C#CC[C@@](C(=C)[C@@](N(C)C)(CC)N)(CC)I
10	CCO[C@H]([C@@](OC#CC#CC#CC(=C)OO[C@@H](C#C)N)(CC)C)C(O)(C)C
11	CC[C@](C(=O)C)(N)C
12	*/N=C/[C@]([P@H](=C)C#CCN)([C@@H](C#CC=C(C)C)O)C#CCC
13	OCCC#CCC=C
14	NCNOC(=O)[C@@H](C(=O)[C@@H](/C(=C/[PH4])/C)OOC#C)C
15	CNN([C@H]([C@H](C(OC)(C)C)N(C(C)(C)C)Cl)N)C
16	CC#CO
17	CN([C@@H]([C@@](C#CF)(/C=N\N=C)N)O)OC
18	COOC
19	C[C@H](N(C=C)SN=O)OC#C
20	C=CC[C@H](CN(C(=[PH2]C(=O)C)C)CC(=O)C)CC#CF
21	NC(C#COC(=O)O)N
22	CC#C/C(=N\C)/C(=C(C)C)[C@@](C(C#C)(C)C)(Cl)N
23	C#C[C@@H](C#CO[C@](/C=C(/ON(N=C)CC)\C)(C=O)O)C
24	CCC#C[C@@]([C@@H](C#CC=C(C)C)O)(/C(=N/*)/C)C#CC#C
25	C#CC#C/C=C(/O/C(=C/OC(=O)[C@@H](F)C)/C)\C
26	NCOC#C
27	CCCC#CP(=C)[C@@](C(=O)C#C)(C#CN)C
28	CCCC[C@@](C#CC#COCN=[PH3])(C=C)CC
29	OCO[C@](/C(=C/C#C)/O)(C=C)N
30	O=CCC(=S)N([C@H]([C@@](C(=C)CC)(C(=O)C)OC)C(=O)C[C@H]([C@@](C#N)(CN)CC)CN)C
31	CCC[C@@]([C@@]([C@@](C(=O)[P@@H](=C)OC(=O)C#CC)(N=O)CC)(/C(=C/C#C)/C#C/C=N/*)C)(ON)C
32	N#C/C=C(\O[C@]([C@@H](C(C#C)(C)C)C)(CC)C)/CN
33	O=NCC[C@@](C(=O)CC)(C/C(=N/*)/CC)C
34	*/N=N\C(=C\C)\C#C
35	CCC(NC)(C)C
36	CC#C/N=N\[C@H](/N=C(\CP)/C)C#CC(C(C#CC)(C)C)(C)C
37	NCOC(=C=C(ON)CO)C#C
38	COC/C(=C/C#COC#CC)/OO
39	NCN/C(=C/OOON(C=C)CC)/CC
40	CCO/C(=C(\N=O)/OC)/OC
1	CCO[C@@](C(=O)OC(=O)C)(C=S)CO
2	C/N=C\O
3	CC#CC#CO/C(=C\C#CC)/[C@](CC)(O)N
4	C#CON(/C(=C(/CC)\C)/[P@@H](=C)[C@@]([C@@H](C#CC=C(C)C)O)(C#CCC)/C=N/*)C
5	CCC#C[C@@](C(N)N)(O/C(=C/C)/C)C
6	CCC[C@H]([C@@](/C=C/C)(N)C)C/C(=C(/O)\C)/F
7	O=NCC(=C)[C@@H](C(=CN)/C(=C/C(=C)N)/C#CO)OBr
8	BrC=O
9	C#CC[C@@](C(=C)[C@@](N(C)C)(CC)I)(CC)I
10	CCO[C@H]([C@@](OC#CC#CC#CC(=C)OO[C@@H](O)N)(CC)C)C(O)(C)C
11	C#C[C@@H](C#CO[C@@](C(=O)C)(CC)C)C
12	CCC#CC#CCN
13	C=CCC#CCCC#C
14	NCNOC(=O)[C@@H](C(=O)[C@@H](/C(=C/[PH4])/CC)OOC#C)C
15	CNN([C@H]([C@H](C(OC)(C)C)N(C(O)(C)C)Cl)N)C
16	CC#CC
17	CN([C@@H]([C@@](C#CF)(/C=N\N=C)N)O)OC
18	COO/C(=C/C)/C#C
19	C[C@H](N(C=C)SN=O)COC
20	CC[C@H](CN(C(=[PH2]C(=O)C)C)CC(=O)C)CC#CF
21	C[C@@](OC#COC(=O)O)(NC)CCC
22	CC#C/C(=N\C)/C(=C(C)C)[C@@](C(C#C)(C)C)(Cl)N
23	C/C(=C\[C@@](C=O)(O)N)/ON(N=C)CC
24	C=CCC#C[C@@]([C@@H](C#CC=C(C)C)O)(/C(=N/*)/C)C#CC#C
25	C/C(=C\OC(=O)[C@H](CCC)C)/O/C(=C/C#CC#C)/C
26	CCCC#CCOC#C
27	CCCC#CP(=C)[C@@](C(=O)C#C)(C#CN)C
28	CCCC[C@@](C#CC#COCN=[PH3])(C=C)CC
29	OCO[C@](/C(=C/C#C)/O)(C=C)N
30	O=CCC(=S)N([C@H]([C@@](C(=C)CC)(C(=O)C)OC)C(=O)C[C@H]([C@@](C#N)(CN)CC)CN)C
31	CCC[C@]([C@@]([C@@](C(=O)[P@@H](=C)OC(=O)C#CC)(N=O)CC)(C(=C)C#C/C=N/*)C)(N)C
32	N#C/C=C(\O[C@]([C@@H](C(C#C)(C)C)C)(CC)C)/CN
33	O=NCC[C@@](C(=O)CC)(C/C(=N/C#COC)/CC)C
34	*/N=N\C
35	CNC(C)(C)C
36	CC#C/N=N\[C@@H](/N=C(\CP)/C)C#CC([C@@](C#CC)(CC)C)(C)C
37	NCOC(=C=C(ON)CO)C#CF
38	C#CO/C(=C/C#COC#CC)/OO
39	NCN/C(=C/OOON(/C=C/C#C)CC)/CC
40	CCO/C(=C(\N=O)/OC)/OC
1	CCO[C@@](C(=O)OC(=O)C)(C=S)CO
2	OC/N=C\O
3	CC#CC#CO/C(=C\C#CC)/[C@@](CC)(N)C
4	C#CON(/C(=C(/CC)\C)/[P@@H](=C)[C@@]([C@@H](C#CC=C(C)C)O)(C#CCC)/C=N/*)C
5	C/C=C(/CO[C@](C(N)N)(C#CF)C)\C
6	CCC[C@H]([C@@](/C=C/C)(N)C)C/C(=C(/C#C)\C)/F
7	O=NCC(=C)[C@@H](C(=CN)/C(=C/C(=C)N)/C#CO)OBr
8	BrC=O
9	C#CC[C@@](C(=C)[C@@](N(C)C)(CC)I)(CC)I
10	CCO[C@H]([C@@](N([C@H](COC)C)C=C)(OC#CC#CC#CC(=C)OO[C@@H](O)N)CC)C(O)(C)C
11	CC[C@H]([C@](C(=O)C)(OC#C[C@H](C#C)C)C)CC#CF
12	CCC#CC#C/C(=C/C#CC#C)/C
13	C=CCC#CCCC#C
14	N#CCNOC(=O)[C@@H](C(=O)[C@@H](/C(=C/[PH4])/CC)OOC#C)C
15	N#C[C@H](N(C(O)(C)C)Cl)[C@@H](N(NC)C)N
16	CC#CO
17	C=N/N=C\[C@@]([C@H](N(OC)C)O)(C#CCC)N
18	CON
19	CSN=O
20	CCCN(C(=[PH2]C(=O)C)C)CC(=O)C
21	C[C@@](OC#COC(=O)O)(NC)CCC
22	CC#C/C(=N\C)/C(=C(C)C)[C@@](C(C#C)(C)C)(Cl)N
23	CCN(O/C(=C/[C@@](O/C(=C/C)/C#C)(C=O)O)/C)N=C
24	C=CCC#C[C@@]([C@@H](C#CC=C(C)C)O)(/C(=N/*)/C)C#CO
25	CCC[C@@H](C(=O)O/C=C(/OCN)\C)C
26	CCCC#CCOP(=C)C#CCCC
27	NC#C[C@](C(=O)C#C)(C#C)C
28	CCCC[C@@](C#CC#COC)(C=C)CC
29	CO[C@](/C(=C/C#C)/O)(C=C)N
30	O=CCC(=S)N([C@H]([C@@](C(=C)CC)(C(=O)C)OC)C(=O)C[C@H]([C@@](C(OC)(C)C)(CN)CC)CN)C
31	CCC[C@]([C@@]([C@@](C(=O)[P@H](=C)OC(=O)C#CC)(N=O)CC)(C(=C)C#C/C=N/*)C)(N)C
32	NC/C(=C/N)/O[C@]([C@@H](C(C#C)(C)C)C)(CC)C
33	O=NCC[C@@](C(=O)CC)(C/C(=N/C#CC)/CC)C
34	*/N=N\CCC
35	CNC(C#CF)(C)C
36	CC#C/N=N\[C@@H](/N=C(\CP)/C)C#C[C@@]([C@@](C#CC)(CC)C)(OC)C
37	NCOC(=C=C(ON)CO)C
38	C#CO/C(=C/C#COC#CC)/OO
39	NCN/C(=C/OOON(/C=C/C#C)CCN=[PH3])/CC
40	CCO/C(=C(\N=O)/OC)/OC
1	CCO[C@@](C(=O)OC(=O)C)(C=S)CO
2	O/C=N\O/C(=C/C)/C#C
3	C#COC#CO/C(=C/C#CC)/[C@@](CC)(N)C
4	C#CON(/C(=C(/CC)\C)/[P@@H](=C)[C@@]([C@@H](NC)O)(C#CCC)/C=N/*)C
5	C/C=C(/CO[C@](C(N)N)(C#CF)C)\C
6	CCC[C@H]([C@@](/C=C/C)(N)C)CCl
7	O=NCC(=C)[C@@H](C(=CN)/C(=C/C(=C)N)/C#CO)OBr
8	BrC=O
9	C#CC[C@@](C(=C)[C@@](N(C)C)(CC)I)(CC)I
10	CCO[C@H]([C@@](N([C@H](CON)C)C=C)(OC#CC#CC#CC(=C)OO[C@@H](O)N)CC)C(O)(C)C
11	CC[C@H]([C@](C(=O)C)(OC#C[C@H](CC)C)C)CC#CF
12	OCC#CC#C/C(=C/C#CC#C)/C
13	C=CCCN[C@@]([C@@](C#CC)(CC)C)(OC)C
14	N#CCNOC(=O)[C@@H](C(=O)[C@@H](/C(=C/[PH4])/CC)OOC#C)C
15	N#C[C@H](N(C(O)(C)C)Cl)[C@@H](N(C#CC=C(C)C)C)N
16	CC#CC
17	C=N/N=C\[C@@]([C@H](N(OC)C)O)(C#CN=O)N
18	CON
19	CSN=O
20	CCCN(C(=[PH2]C(=O)C)C)CC
21	CCC[C@@](C(C#C)(C)C)(OC#COC(=O)O)C
22	CC#C/C(=N\C)/C(=C(C)C)[C@@](C(C#C)(C)C)(/C(=C(/C#C)\C)/F)N
23	CCN(O/C(=C/[C@@](C=O)(CO)O)/C)N=C
24	CCCC#C[C@@]([C@@H](C#CC=C(C)C)O)(/C(=N/*)/C)C#CO
25	CCC[C@@H](C(=O)O/C=C(/OCN)\C)C
26	CCCC#CCOP(=C)C#CCCC
27	NC#C[C@@](C(=O)C#C)(C(=O)C)C#C
28	C=CCC[C@@](C#CC#COC)(C=C)CC
29	CO[C@](/C(=C/C#CF)/O)(C=C)N
30	O=CCC(=S)N([C@H]([C@@](C(=C)CC)(C(=O)C)OC)C(=O)C[C@H]([C@@](C(OC)(C)C)(CN)CC)CC)C
31	CCC[C@]([C@@]([C@@](C(=O)[P@H](=C)OC(=O)C#CC)(N=O)CC)(C(=C)C#C/C=N/*)C)(N)C
32	CN[C@H]([C@@](O/C(=C\N)/CN)(CC)C)C
33	CCCC[C@@](C(=O)CC)(C/C(=N/C#CC)/CC)C
34	*/N=N\CC#C
35	CNC(C#C)(C)C
36	C#CCC#C[C@H](/N=C(\CP)/C)/N=N\C#CC
37	NCOC(=C=C(ON)CO)C
38	CC#COC#C/C=C(/C#CC)\OO
39	NCN/C(=C/OOON(/C=C/C#C)CCN=[PH3])/CC
40	CCO/C(=C(\N=O)/OC)/OC
1	CCO[C@@](C(=O)OC(=O)C)(C=S)CO
2	CC#COC#C/N=C\O
3	CCCC#C/C=C(\[C@@](CC)(N)C)/OC#COC#C
4	C#CON(/C(=C(/CC)\C)/[P@@H](=C)[C@@]([C@@H](NC)O)(C#CCC)/C=N/*)C
5	C/C=C(/CO[C@](C(N)N)(C#CF)C)\C
6	CCC[C@H]([C@@](/C=C/C)(N)C)CCl
7	O=NCC(=C)[C@@H](C(=CN)/C(=C/C(=C)N)/C#CO)OBr
8	BrC=C
9	C#CC[C@@](C(=O)[C@@](N(C)C)(CC)I)(CC)I
10	CCO[C@H]([C@](OC#CC#CC#CC(=C)OO[C@@H](O)N)(/C=C/C#C)CC)C(O)(C)C
11	CC[C@@H](C#CO[C@@](C(=O)C)(N=O)C)C
12	OCC#CC#C/C(=C/C#CC#C)/C
13	C=CCCN[C@@]([C@@](C#CC)(CC)C)(OC)C
14	N#CCNOC(=O)[C@@H](C(=O)[C@@H](/C(=C/[PH4])/N)OOC#C)C
15	N#C[C@H](N(C(O)(C)C)Cl)[C@@H](N(C#CC=C(C)C)C)N
16	CC#CC
17	CN([C@@H]([C@@](C#CN=O)(CN)N)O)OC
18	CCC[C@@](C(C#C)(C)C)(OOC)C
19	CC[C@@H](CC#CF)SC
20	CCCN(CC)N
21	CCC[C@@](C(C#C)(C)C)(OC#COC(=O)O)C
22	CC#C/C(=N\C)/C(=C(C)C)[C@@](C(C#C)(C)C)(/C(=C(/C#C)\ON)/F)N
23	CCN(O/C(=C/[C@@](C=O)(CO)O)/C)N=C
24	CCCC#C[C@@]([C@@H](C#CC=C(C)C)O)(/C(=N/*)/C)C#CO
25	NCO/C(=C/OC(=O)C(C)C)/C
26	CCCC#CP(=C)OCC#CCCC=C
27	C#CC(=O)[C@@](C(=O)C)(C#CC(=[PH2]C(=O)C)C)C#C
28	CCC[C@@](C#CC#COC)(C=C)CC
29	FC#C/C=C(/[C@](C=C)(OC)CC)\O
30	O=CCC(=S)N([C@H]([C@@](C(=C)CC)(C(=O)C)OC)C(=O)C[C@H]([C@@](C(OC)(C)C)(CN)CC)CC)C
31	CCC[C@]([C@@]([C@@](C(=O)[P@H](=C)OC(=O)C#CC)(N=O)CC)(C(=C)C#C/C=N/*)C)(N)C
32	CN[C@H]([C@@](O/C(=C\N)/C=N\N=C)(CC)C)C
33	CCCC[C@@](C(=O)CC)(C/C(=N/C#CC)/CC)C
34	*/N=N\CC#C
35	CNC(C#C)(C#C)C
36	CCC#C[C@H](/N=C(\CP)/C)/N=N\C#CC
37	CC(=C=C(CO)C)O[C@@H](N)C
38	CC#C/C(=C/O/C(=C/C)/C#C)/OO
39	NOC[C@@H](N(N(CCN=[PH3])OOO/C=C(/NCN)\CC)C=C)C
40	CCO/C(=C(/N=O)\OC)/OC
1	*/N=C/C[C@](C(=O)OC(=O)C)(C=S)OCC
2	O/C=N\C#CC#C
3	CCCC#C/C=C(\[C@@](CC)(N)C)/OC#COC#C
4	C#CON(/C(=C(/CC)\C)/[P@@H](=C)[C@@]([C@@H](NC)O)(C#CCC)/C=N/*)C
5	NC/C(=C\C)/CO[C@](C(N)N)(C#CF)C
6	C/C=C/[C@]([C@@H](C[C@@](N(C)C)(CC)I)CCl)(N)C
7	O=NCC(=C)[C@@H](C(=CN)/C(=C/C(=C)N)/C#CO)OBr
8	BrC=C
